,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths
5029,21060.0,9733.0,8360.0,4482.0,650.0,21896.0,2182.0,3864.0,4862.0,4364.0,899.0,3835.0,145.0,148.0,1540.0,237.0,553.0,264.0,2273.0,21429.0,73.0
5033,61927.0,26430.0,23548.0,11491.0,1940.0,20889.0,6097.0,9491.0,15550.0,11527.0,2128.0,8989.0,744.0,732.0,3157.0,888.0,909.0,608.0,7847.0,55943.0,155.0
5045,120417.0,48753.0,43451.0,18590.0,3538.0,24809.0,6516.0,13547.0,28575.0,15084.0,3627.0,22505.0,514.0,5187.0,6134.0,942.0,2176.0,4790.0,13891.0,112054.0,201.0
5047,17799.0,8024.0,6779.0,3684.0,638.0,19811.0,2270.0,3277.0,4228.0,3477.0,410.0,1310.0,95.0,91.0,1237.0,174.0,296.0,341.0,1710.0,16763.0,62.0
5051,97119.0,50530.0,40353.0,19639.0,4007.0,24602.0,8101.0,21099.0,20202.0,18451.0,3822.0,16586.0,925.0,3705.0,6856.0,1031.0,3118.0,2219.0,14102.0,98366.0,369.0
5053,18046.0,7840.0,6869.0,2318.0,666.0,24696.0,1235.0,2911.0,4221.0,3064.0,479.0,1237.0,18.0,139.0,1871.0,124.0,175.0,153.0,1623.0,14831.0,50.0
5055,43745.0,18479.0,16766.0,7621.0,1625.0,21643.0,4278.0,6530.0,10722.0,8924.0,1283.0,2516.0,24.0,503.0,2374.0,263.0,579.0,657.0,5123.0,42210.0,112.0
5063,37030.0,16273.0,14316.0,6891.0,1127.0,22035.0,3879.0,6196.0,8884.0,6765.0,1359.0,3964.0,456.0,303.0,2994.0,414.0,774.0,1056.0,4760.0,38987.0,139.0
5081,12616.0,6449.0,5191.0,2384.0,452.0,20237.0,1249.0,2422.0,2861.0,2561.0,490.0,3390.0,6.0,169.0,1090.0,55.0,320.0,163.0,1626.0,10537.0,50.0
5083,21935.0,10129.0,8401.0,4071.0,748.0,20340.0,2629.0,4192.0,4912.0,4612.0,789.0,1896.0,347.0,77.0,1290.0,166.0,489.0,632.0,2191.0,18839.0,63.0
5085,71279.0,28553.0,25993.0,8535.0,1932.0,24501.0,5536.0,8979.0,18869.0,9918.0,2609.0,9363.0,390.0,636.0,4350.0,667.0,1389.0,620.0,7063.0,53425.0,160.0
5087,15761.0,7482.0,6279.0,2823.0,363.0,22637.0,2125.0,2771.0,3710.0,2801.0,376.0,1490.0,245.0,138.0,1559.0,174.0,252.0,86.0,2340.0,12495.0,61.0
5091,43666.0,19397.0,17003.0,8749.0,1753.0,21217.0,4263.0,6564.0,10561.0,7509.0,1956.0,13247.0,75.0,1539.0,2633.0,338.0,1256.0,1274.0,6616.0,38065.0,107.0
5103,24728.0,13063.0,10313.0,5970.0,864.0,20033.0,2376.0,4503.0,5634.0,4817.0,1177.0,10967.0,155.0,177.0,1978.0,340.0,977.0,385.0,2534.0,22162.0,90.0
5115,63107.0,25867.0,22919.0,11620.0,2097.0,20912.0,6557.0,9018.0,14371.0,9669.0,1937.0,9341.0,1461.0,881.0,3155.0,652.0,1228.0,3495.0,7306.0,67275.0,138.0
5121,17584.0,8537.0,7318.0,3357.0,293.0,20059.0,2052.0,3528.0,3966.0,3572.0,774.0,826.0,5.0,67.0,1242.0,186.0,498.0,384.0,2371.0,16041.0,62.0
5125,115577.0,46800.0,42633.0,9706.0,2714.0,26963.0,8565.0,19663.0,27503.0,19115.0,3371.0,15408.0,1097.0,1749.0,8058.0,893.0,1611.0,1358.0,9940.0,86934.0,243.0
5131,127351.0,56055.0,50437.0,27745.0,3167.0,23383.0,14700.0,18240.0,31254.0,23082.0,4784.0,36910.0,4065.0,4934.0,2489.0,1493.0,3884.0,1769.0,17245.0,146108.0,292.0
5145,78823.0,33138.0,29108.0,13201.0,2160.0,22510.0,8062.0,11983.0,18613.0,12631.0,2814.0,8930.0,664.0,1906.0,6275.0,603.0,1542.0,3832.0,9621.0,78336.0,237.0
6007,223877.0,97513.0,85505.0,46456.0,10933.0,25077.0,16950.0,38145.0,45472.0,38196.0,6728.0,59479.0,5233.0,7684.0,12336.0,2515.0,5978.0,5691.0,23714.0,224926.0,565.0
6017,183000.0,88882.0,67528.0,17839.0,8506.0,37089.0,9608.0,32711.0,38406.0,24007.0,4335.0,38931.0,3406.0,3835.0,4337.0,1415.0,3193.0,1772.0,13912.0,156309.0,354.0
6023,135182.0,62386.0,53689.0,27641.0,6228.0,24038.0,8794.0,20753.0,26399.0,22657.0,5231.0,33278.0,2230.0,2376.0,5196.0,2014.0,4094.0,4187.0,19266.0,130357.0,294.0
6027,18326.0,9513.0,7973.0,1905.0,555.0,28678.0,1526.0,3953.0,3772.0,2432.0,751.0,6593.0,451.0,419.0,2249.0,132.0,661.0,632.0,1844.0,17898.0,40.0
6049,9033.0,5242.0,3670.0,1483.0,259.0,21899.0,908.0,2088.0,1812.0,1748.0,243.0,2019.0,256.0,34.0,505.0,67.0,140.0,518.0,1261.0,7964.0,23.0
6057,98639.0,53189.0,40587.0,11835.0,3968.0,33385.0,4956.0,23093.0,17548.0,14411.0,2359.0,14170.0,1305.0,2016.0,2948.0,769.0,1876.0,1211.0,10911.0,85693.0,245.0
6061,370571.0,157888.0,136730.0,31932.0,12582.0,37914.0,14879.0,66179.0,85141.0,40461.0,9489.0,95351.0,7183.0,10419.0,4398.0,2958.0,5392.0,4024.0,28326.0,371024.0,668.0
6079,278680.0,119399.0,104404.0,37208.0,7479.0,32335.0,18206.0,48924.0,50812.0,30013.0,6728.0,84479.0,10287.0,7129.0,10607.0,3732.0,5016.0,16409.0,27491.0,277908.0,487.0
6089,179228.0,77942.0,69713.0,30945.0,6728.0,25094.0,12539.0,34570.0,38822.0,32486.0,5720.0,34134.0,1963.0,3831.0,8983.0,1877.0,4587.0,3138.0,20547.0,178396.0,511.0
8007,12355.0,8965.0,5382.0,1369.0,418.0,28649.0,787.0,2737.0,2192.0,1834.0,287.0,2869.0,112.0,267.0,950.0,220.0,129.0,164.0,2488.0,10616.0,21.0
8015,18507.0,10348.0,7736.0,1673.0,333.0,27848.0,1195.0,4226.0,2898.0,2754.0,521.0,2343.0,179.0,164.0,924.0,82.0,299.0,1164.0,2278.0,18313.0,45.0
8019,9238.0,5680.0,4411.0,677.0,238.0,42355.0,220.0,1683.0,1463.0,866.0,180.0,880.0,28.0,338.0,316.0,76.0,85.0,122.0,839.0,6972.0,13.0
8029,30221.0,14500.0,12027.0,4890.0,1142.0,24261.0,2608.0,7049.0,6310.0,5531.0,639.0,5519.0,480.0,327.0,2382.0,402.0,562.0,1139.0,4661.0,26581.0,84.0
8039,24225.0,9135.0,8568.0,1221.0,745.0,39360.0,607.0,3320.0,5497.0,2574.0,315.0,2491.0,158.0,30.0,382.0,171.0,234.0,79.0,1790.0,14227.0,32.0
8067,53994.0,26582.0,21605.0,5569.0,1526.0,32953.0,1967.0,7631.0,10520.0,4641.0,1433.0,11126.0,358.0,2154.0,3739.0,412.0,510.0,1895.0,6881.0,54299.0,63.0
8069,325228.0,138763.0,127067.0,41640.0,10796.0,32433.0,9110.0,45019.0,66482.0,31278.0,8794.0,53965.0,2765.0,15110.0,5523.0,2047.0,5232.0,9267.0,27598.0,322690.0,423.0
8071,14322.0,8303.0,6090.0,1926.0,529.0,23857.0,1475.0,3105.0,2627.0,2657.0,403.0,6747.0,176.0,183.0,825.0,62.0,566.0,778.0,1516.0,14218.0,48.0
8077,148166.0,64219.0,59501.0,23633.0,6519.0,26731.0,10161.0,24883.0,33244.0,20990.0,5845.0,26653.0,1436.0,3356.0,6081.0,1205.0,3162.0,3711.0,18722.0,148460.0,364.0
8081,13034.0,6162.0,4927.0,1419.0,302.0,26344.0,774.0,1666.0,3367.0,1313.0,417.0,2362.0,278.0,461.0,1221.0,93.0,242.0,146.0,1821.0,11066.0,18.0
8083,26006.0,12003.0,10305.0,4811.0,774.0,22738.0,1789.0,4920.0,5824.0,4055.0,706.0,6957.0,147.0,165.0,2486.0,288.0,314.0,244.0,5015.0,24921.0,59.0
8085,40866.0,18351.0,16587.0,7278.0,1600.0,23276.0,3245.0,8765.0,9146.0,6845.0,1162.0,9662.0,1253.0,710.0,3215.0,406.0,1015.0,543.0,6031.0,37179.0,107.0
8089,18440.0,8895.0,7449.0,4154.0,817.0,19842.0,1754.0,3534.0,4374.0,3690.0,836.0,8338.0,428.0,287.0,561.0,198.0,521.0,499.0,2294.0,17497.0,46.0
8093,16440.0,14165.0,7398.0,1022.0,399.0,34442.0,474.0,2715.0,2740.0,1703.0,294.0,1640.0,22.0,5.0,531.0,97.0,135.0,122.0,1895.0,9917.0,10.0
8099,12121.0,5883.0,4897.0,2422.0,635.0,20589.0,1357.0,1938.0,3120.0,2330.0,493.0,4765.0,475.0,232.0,761.0,116.0,290.0,385.0,1518.0,11138.0,34.0
8101,162158.0,70086.0,62899.0,31907.0,7045.0,22431.0,12787.0,27458.0,37868.0,29276.0,6584.0,76718.0,1926.0,5401.0,3777.0,1304.0,5355.0,4497.0,14926.0,162179.0,295.0
8103,6658.0,3345.0,2450.0,788.0,148.0,27419.0,348.0,903.0,1623.0,646.0,141.0,810.0,47.0,218.0,318.0,82.0,99.0,323.0,681.0,7613.0,12.0
8119,23472.0,12814.0,9762.0,1752.0,914.0,34230.0,991.0,4169.0,4356.0,3205.0,746.0,2417.0,79.0,189.0,1093.0,208.0,250.0,156.0,1997.0,19697.0,32.0
8121,4814.0,2435.0,2005.0,529.0,90.0,25744.0,294.0,974.0,1062.0,625.0,149.0,564.0,32.0,43.0,197.0,43.0,92.0,266.0,359.0,3453.0,15.0
9005,185141.0,87450.0,74339.0,12706.0,7055.0,38859.0,11230.0,34105.0,36078.0,19105.0,4201.0,18662.0,2422.0,4420.0,307.0,723.0,4131.0,3175.0,11013.0,147431.0,442.0
9007,164438.0,75277.0,66467.0,11193.0,4910.0,42573.0,7293.0,29112.0,31639.0,16699.0,4242.0,25095.0,1981.0,6793.0,897.0,597.0,3600.0,5909.0,8120.0,148953.0,347.0
9011,272033.0,121426.0,106170.0,25645.0,11221.0,35531.0,15915.0,43809.0,55243.0,33287.0,10806.0,64048.0,5064.0,10643.0,2907.0,1440.0,7020.0,12490.0,14127.0,271798.0,529.0
9015,117078.0,49165.0,44261.0,12518.0,5393.0,28663.0,9609.0,17060.0,24267.0,15791.0,4538.0,18987.0,2945.0,2270.0,1371.0,773.0,2864.0,5369.0,7313.0,101548.0,261.0
10001,171474.0,68106.0,62140.0,21866.0,6596.0,26118.0,14727.0,26575.0,40490.0,23460.0,6883.0,62959.0,1848.0,4965.0,8628.0,1265.0,3968.0,5222.0,13060.0,181124.0,388.0
12019,200346.0,77490.0,70527.0,20243.0,8690.0,27159.0,12382.0,28434.0,48706.0,26007.0,6576.0,50332.0,3079.0,3447.0,10014.0,1508.0,2161.0,1346.0,23427.0,163040.0,313.0
12033,309574.0,138693.0,115984.0,42672.0,11895.0,24532.0,20604.0,48834.0,64857.0,43570.0,8125.0,107671.0,2783.0,15106.0,9514.0,1306.0,7036.0,19378.0,37500.0,321387.0,657.0
12089,77187.0,36152.0,29214.0,9702.0,2703.0,31141.0,5061.0,15357.0,15809.0,12417.0,2722.0,9639.0,316.0,2466.0,7136.0,363.0,1323.0,725.0,10169.0,65542.0,175.0
12101,488310.0,232977.0,189292.0,65101.0,17327.0,25225.0,41460.0,109345.0,100115.0,80475.0,14629.0,110801.0,9594.0,15016.0,44559.0,3510.0,11162.0,7381.0,64853.0,424303.0,1294.0
12109,218362.0,97065.0,81308.0,19372.0,6393.0,38362.0,8207.0,39447.0,48160.0,24844.0,4948.0,34827.0,1355.0,10109.0,7254.0,793.0,2902.0,2577.0,20535.0,196076.0,391.0
12113,163903.0,67603.0,59455.0,19331.0,5224.0,28219.0,11087.0,23560.0,37032.0,23899.0,4695.0,27738.0,1016.0,2698.0,7826.0,1253.0,2132.0,6041.0,18041.0,129464.0,305.0
13015,101942.0,39935.0,36490.0,14899.0,3748.0,23376.0,12391.0,13003.0,25783.0,14956.0,3490.0,21601.0,1902.0,1720.0,5331.0,1028.0,1572.0,874.0,15719.0,97204.0,211.0
13039,52092.0,21415.0,18658.0,7029.0,2131.0,24368.0,2866.0,5824.0,13058.0,5968.0,2130.0,15396.0,307.0,1081.0,2707.0,327.0,982.0,1616.0,6362.0,49910.0,93.0
13045,113756.0,44691.0,40287.0,21157.0,5862.0,22002.0,13389.0,14116.0,27787.0,17695.0,4494.0,32426.0,1450.0,2228.0,5090.0,885.0,2443.0,3650.0,17451.0,111851.0,248.0
13047,65645.0,26826.0,24099.0,7700.0,2415.0,23834.0,6428.0,10350.0,15557.0,9545.0,1855.0,5429.0,361.0,534.0,3188.0,349.0,873.0,565.0,9148.0,51020.0,147.0
13057,230629.0,85926.0,80378.0,22891.0,6651.0,32002.0,15569.0,27402.0,60104.0,21510.0,6131.0,45636.0,6020.0,5989.0,3447.0,1710.0,2624.0,1460.0,30609.0,178484.0,330.0
13073,139904.0,53438.0,45623.0,13225.0,4511.0,31004.0,7456.0,16307.0,36545.0,14661.0,4049.0,40963.0,2198.0,1932.0,3750.0,543.0,1226.0,511.0,11984.0,109728.0,154.0
13077,135625.0,52005.0,49457.0,16138.0,4531.0,29769.0,10186.0,16910.0,35061.0,14269.0,4806.0,38283.0,2324.0,3090.0,1864.0,872.0,1949.0,486.0,14427.0,127323.0,250.0
13085,22939.0,10645.0,8522.0,3028.0,831.0,29958.0,2199.0,4173.0,4906.0,2831.0,678.0,1583.0,121.0,111.0,1091.0,108.0,259.0,176.0,3043.0,21176.0,46.0
13113,109495.0,41391.0,38933.0,7774.0,3448.0,38493.0,3993.0,17558.0,26293.0,10138.0,2627.0,38318.0,1346.0,2011.0,1135.0,523.0,1055.0,568.0,8419.0,99027.0,173.0
13115,96199.0,40446.0,35114.0,18192.0,4124.0,22284.0,12876.0,14915.0,22776.0,14721.0,3237.0,27256.0,2652.0,2322.0,3664.0,846.0,2817.0,4075.0,14762.0,103798.0,278.0
13123,28956.0,16660.0,11131.0,5556.0,996.0,22893.0,4089.0,6267.0,5984.0,5504.0,659.0,4038.0,961.0,207.0,3421.0,225.0,502.0,267.0,6406.0,26245.0,88.0
13127,82623.0,41748.0,32623.0,15177.0,3118.0,27819.0,7027.0,14440.0,19122.0,12595.0,3823.0,29715.0,1528.0,3803.0,4703.0,724.0,2427.0,1355.0,13296.0,87590.0,199.0
13137,43724.0,18109.0,14856.0,7471.0,1294.0,19171.0,6369.0,7739.0,10043.0,6598.0,995.0,9722.0,1768.0,346.0,3447.0,546.0,780.0,2821.0,7352.0,43473.0,104.0
13143,28667.0,12243.0,10886.0,5721.0,1303.0,21838.0,4187.0,4536.0,7030.0,5216.0,1247.0,2547.0,75.0,163.0,2297.0,153.0,559.0,373.0,4432.0,25769.0,102.0
13145,32992.0,13684.0,11699.0,2722.0,1323.0,30703.0,2348.0,5320.0,7395.0,5557.0,897.0,7464.0,116.0,225.0,1079.0,112.0,426.0,500.0,3672.0,22845.0,77.0
13147,25518.0,12948.0,10016.0,5228.0,586.0,20866.0,3424.0,5200.0,5423.0,4437.0,985.0,6211.0,276.0,110.0,3080.0,178.0,484.0,865.0,4360.0,21411.0,80.0
13153,149137.0,60547.0,54188.0,26411.0,6248.0,25289.0,9797.0,17595.0,38559.0,18466.0,6190.0,62598.0,1995.0,2487.0,4848.0,1635.0,2304.0,1609.0,19380.0,150960.0,281.0
13157,62131.0,23866.0,21115.0,8330.0,1953.0,23982.0,7551.0,8339.0,15994.0,8422.0,1540.0,10805.0,1347.0,521.0,3923.0,314.0,982.0,715.0,8684.0,57499.0,125.0
13159,13571.0,6236.0,5154.0,2685.0,540.0,20685.0,2101.0,2075.0,3302.0,2268.0,448.0,3629.0,118.0,15.0,1461.0,184.0,404.0,96.0,2094.0,9738.0,29.0
13169,28701.0,11589.0,10367.0,3888.0,1084.0,26602.0,2426.0,4526.0,6941.0,4120.0,1029.0,7991.0,14.0,109.0,2393.0,97.0,394.0,285.0,3851.0,20411.0,56.0
13187,31094.0,13089.0,11255.0,6426.0,1043.0,21814.0,3038.0,4889.0,5991.0,4637.0,1016.0,2811.0,412.0,298.0,2673.0,199.0,342.0,1460.0,4471.0,27739.0,68.0
13207,27044.0,10940.0,9589.0,3419.0,1106.0,29053.0,2994.0,4515.0,5713.0,3883.0,604.0,7558.0,124.0,321.0,2250.0,243.0,583.0,1171.0,3322.0,22252.0,64.0
13211,17943.0,7520.0,6648.0,2354.0,585.0,26298.0,2039.0,3231.0,4144.0,2834.0,570.0,5071.0,161.0,34.0,1229.0,117.0,235.0,170.0,2374.0,16944.0,45.0
13227,29992.0,13706.0,11377.0,3058.0,985.0,28637.0,3639.0,6081.0,6243.0,4876.0,596.0,1875.0,147.0,359.0,1963.0,224.0,464.0,318.0,3779.0,24680.0,86.0
13231,17843.0,6816.0,6026.0,2120.0,828.0,23783.0,1452.0,2589.0,4461.0,2396.0,350.0,2375.0,24.0,45.0,825.0,130.0,177.0,260.0,2923.0,12495.0,35.0
13255,64006.0,27005.0,22914.0,14798.0,2725.0,19899.0,8847.0,10388.0,15647.0,10473.0,2441.0,25722.0,376.0,910.0,2195.0,564.0,2062.0,1268.0,10608.0,67032.0,148.0
13257,25584.0,12522.0,9189.0,4995.0,1189.0,20125.0,3235.0,4683.0,5721.0,4888.0,600.0,4327.0,191.0,155.0,2780.0,248.0,625.0,684.0,4071.0,24662.0,63.0
13295,68143.0,30082.0,25581.0,12273.0,2108.0,21588.0,9613.0,11291.0,15446.0,12811.0,2256.0,5774.0,211.0,659.0,4356.0,798.0,1311.0,1360.0,10236.0,51984.0,277.0
13297,87436.0,32636.0,30048.0,11365.0,3253.0,24141.0,7647.0,12388.0,22502.0,10964.0,3087.0,20526.0,434.0,369.0,2393.0,561.0,1232.0,757.0,11118.0,71373.0,219.0
13311,28140.0,16000.0,11016.0,5345.0,564.0,22055.0,3031.0,5614.0,5981.0,4683.0,625.0,2062.0,248.0,293.0,2769.0,165.0,410.0,414.0,3909.0,22858.0,53.0
16001,425798.0,167739.0,160398.0,51101.0,11569.0,30086.0,15326.0,53479.0,106720.0,42661.0,12938.0,61556.0,5464.0,12410.0,6882.0,2336.0,6834.0,7620.0,44715.0,477026.0,651.0
16015,6891.0,5356.0,2994.0,938.0,247.0,28273.0,327.0,1520.0,1274.0,1216.0,136.0,551.0,5.0,2.0,814.0,23.0,111.0,75.0,850.0,5576.0,10.0
16017,41389.0,24570.0,17109.0,6092.0,996.0,24507.0,2949.0,8859.0,8439.0,6732.0,1320.0,2590.0,23.0,1262.0,3295.0,476.0,840.0,449.0,6057.0,38003.0,84.0
16021,11141.0,5253.0,4393.0,1813.0,157.0,22822.0,819.0,2230.0,2687.0,1956.0,224.0,1003.0,62.0,181.0,781.0,137.0,204.0,108.0,2381.0,10408.0,27.0
16039,26103.0,12195.0,9832.0,4587.0,811.0,22045.0,2170.0,3091.0,6889.0,3133.0,794.0,6777.0,855.0,259.0,1510.0,278.0,357.0,679.0,3133.0,21622.0,43.0
16045,16853.0,7100.0,6287.0,3705.0,592.0,18745.0,1503.0,3604.0,3909.0,3398.0,511.0,1989.0,161.0,274.0,621.0,159.0,232.0,148.0,3079.0,13317.0,42.0
16055,147716.0,66126.0,57213.0,18412.0,5076.0,26514.0,7656.0,24988.0,34903.0,19729.0,5428.0,12964.0,248.0,4328.0,5618.0,1257.0,2200.0,1766.0,19535.0,144595.0,326.0
16069,39995.0,17420.0,16127.0,5266.0,1156.0,25179.0,2335.0,7602.0,8537.0,7010.0,1463.0,5032.0,93.0,881.0,1473.0,326.0,852.0,1069.0,4856.0,43853.0,123.0
16085,9897.0,11920.0,3446.0,1369.0,230.0,28133.0,332.0,2121.0,1813.0,1921.0,136.0,227.0,0.0,219.0,1261.0,64.0,88.0,183.0,1648.0,10081.0,14.0
16087,10035.0,4543.0,3886.0,1508.0,385.0,19559.0,1127.0,2322.0,2388.0,1909.0,377.0,2139.0,291.0,115.0,451.0,107.0,172.0,148.0,1806.0,8808.0,37.0
17001,66949.0,29991.0,27240.0,8457.0,2195.0,26053.0,3842.0,12462.0,15184.0,9011.0,2506.0,5167.0,171.0,1505.0,1286.0,266.0,1794.0,1463.0,4458.0,71424.0,204.0
17007,53656.0,19959.0,18405.0,5908.0,2266.0,27825.0,4813.0,7316.0,14212.0,5563.0,1982.0,13692.0,1917.0,844.0,959.0,454.0,850.0,329.0,4330.0,45508.0,71.0
17011,33822.0,15664.0,14017.0,4340.0,1200.0,27332.0,2206.0,6767.0,7449.0,4495.0,1338.0,3779.0,370.0,586.0,545.0,212.0,841.0,435.0,2551.0,28901.0,109.0
17013,4962.0,2843.0,1936.0,595.0,130.0,25341.0,293.0,1127.0,1044.0,829.0,75.0,111.0,0.0,20.0,307.0,43.0,109.0,113.0,195.0,3338.0,15.0
17015,14793.0,8424.0,6649.0,1663.0,447.0,27325.0,1007.0,3404.0,2883.0,2122.0,417.0,941.0,116.0,285.0,346.0,80.0,370.0,223.0,1115.0,11924.0,61.0
17021,33888.0,15501.0,13901.0,4356.0,799.0,23823.0,2884.0,6278.0,7188.0,4584.0,1458.0,1612.0,38.0,623.0,757.0,121.0,806.0,1822.0,2137.0,30089.0,96.0
17023,16089.0,7759.0,6673.0,2576.0,723.0,25806.0,1142.0,3014.0,3657.0,2647.0,615.0,515.0,37.0,113.0,912.0,122.0,232.0,234.0,1268.0,12772.0,36.0
17025,13466.0,6363.0,5588.0,1854.0,394.0,23843.0,1079.0,2541.0,3021.0,2525.0,609.0,475.0,85.0,52.0,1241.0,176.0,269.0,347.0,1060.0,12702.0,41.0
