,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths
33005,76320.0,34964.0,30473.0,7813.0,2119.0,30935.0,3846.0,13133.0,14137.0,10239.0,2516.0,4139.0,214.0,2136.0,2572.0,406.0,1686.0,4655.0,7265.0,73306.0,153.0
33007,32219.0,21277.0,13917.0,4042.0,1069.0,25467.0,2996.0,6922.0,5343.0,6071.0,1232.0,1525.0,173.0,684.0,2511.0,163.0,1022.0,2020.0,3499.0,30551.0,97.0
33009,89164.0,51773.0,34903.0,9687.0,2200.0,33964.0,4849.0,16088.0,15222.0,12064.0,2474.0,7658.0,423.0,3585.0,3988.0,504.0,2219.0,6794.0,8883.0,104344.0,179.0
33013,147715.0,63711.0,56790.0,12150.0,3868.0,32848.0,7200.0,23711.0,29616.0,19744.0,4183.0,9722.0,1193.0,5625.0,3918.0,671.0,3175.0,6588.0,11053.0,153889.0,311.0
33015,300365.0,128637.0,118672.0,15240.0,8774.0,41449.0,11221.0,45710.0,62162.0,30383.0,8136.0,19823.0,1412.0,12482.0,6788.0,1203.0,3740.0,2544.0,19273.0,279297.0,544.0
33017,125913.0,52396.0,47779.0,11875.0,3953.0,30598.0,6288.0,17164.0,24473.0,16004.0,4157.0,10525.0,801.0,5195.0,5150.0,853.0,3032.0,8585.0,11546.0,116285.0,229.0
33019,43051.0,22363.0,17478.0,3812.0,1007.0,30552.0,3006.0,8037.0,8495.0,6136.0,1721.0,1938.0,137.0,1155.0,1804.0,124.0,1064.0,699.0,4047.0,34906.0,85.0
34005,450236.0,177623.0,164623.0,28440.0,18903.0,38137.0,22247.0,69917.0,97743.0,48941.0,12199.0,141114.0,7152.0,15672.0,2368.0,2347.0,7850.0,11907.0,25603.0,437337.0,1000.0
34015,291286.0,112106.0,104762.0,23257.0,12712.0,34886.0,15827.0,41176.0,66997.0,36769.0,8082.0,59980.0,3721.0,8331.0,2541.0,1076.0,6447.0,4601.0,18657.0,271764.0,634.0
34019,125708.0,49875.0,46935.0,5499.0,3704.0,53222.0,4695.0,19707.0,26439.0,10766.0,2504.0,16761.0,1479.0,2827.0,182.0,342.0,1832.0,4393.0,4858.0,109236.0,220.0
34029,586166.0,280508.0,222609.0,64770.0,20619.0,31903.0,36753.0,128446.0,137926.0,78100.0,13872.0,87309.0,11072.0,15669.0,6224.0,5157.0,15062.0,7011.0,46643.0,508856.0,2144.0
34033,64504.0,27630.0,24255.0,8692.0,3007.0,30295.0,6013.0,11033.0,14372.0,10029.0,2471.0,15785.0,1573.0,2167.0,1220.0,289.0,1904.0,1529.0,5626.0,57191.0,208.0
34037,144694.0,62236.0,53648.0,8358.0,5865.0,39667.0,6168.0,21319.0,31078.0,14422.0,3049.0,18064.0,1459.0,2641.0,1034.0,415.0,2225.0,2100.0,10306.0,111304.0,288.0
34041,107095.0,45321.0,41454.0,8334.0,4886.0,35386.0,7211.0,17045.0,22896.0,12509.0,3153.0,17624.0,2372.0,3598.0,521.0,594.0,2485.0,2086.0,8670.0,88914.0,275.0
35028,17895.0,8309.0,7586.0,904.0,244.0,51066.0,358.0,3056.0,4182.0,1943.0,419.0,4732.0,318.0,771.0,192.0,68.0,298.0,110.0,939.0,26175.0,32.0
36011,78783.0,36418.0,31039.0,8494.0,2736.0,26596.0,6856.0,13286.0,16147.0,10328.0,3364.0,7375.0,345.0,2111.0,3647.0,339.0,3110.0,4067.0,5503.0,69156.0,187.0
36017,49286.0,24817.0,19837.0,7468.0,1592.0,23805.0,4545.0,9284.0,10528.0,8909.0,1704.0,2454.0,252.0,563.0,5236.0,429.0,1401.0,661.0,3355.0,44984.0,182.0
36021,61860.0,32863.0,25295.0,7605.0,1760.0,33864.0,5070.0,12797.0,11481.0,9543.0,2274.0,7864.0,710.0,1014.0,2331.0,286.0,1927.0,2495.0,3653.0,53224.0,163.0
36023,48713.0,20492.0,17683.0,6209.0,1327.0,24665.0,2925.0,7394.0,9606.0,6159.0,1656.0,3479.0,245.0,1157.0,1582.0,188.0,1644.0,3510.0,2827.0,48153.0,89.0
36025,46480.0,31158.0,18817.0,6987.0,1792.0,24753.0,4024.0,10234.0,8431.0,7616.0,1587.0,3439.0,337.0,678.0,3891.0,677.0,1880.0,2424.0,3682.0,43880.0,159.0
36027,295905.0,119023.0,106949.0,25562.0,11899.0,35101.0,19997.0,45771.0,59765.0,37936.0,7937.0,81065.0,5670.0,9153.0,4176.0,3801.0,9072.0,18563.0,19132.0,283322.0,728.0
36031,38598.0,25756.0,15298.0,3638.0,1416.0,28155.0,3031.0,8138.0,6626.0,6104.0,1132.0,3069.0,220.0,743.0,1716.0,344.0,1249.0,2772.0,2477.0,37058.0,82.0
36035,54297.0,28632.0,22450.0,8861.0,2115.0,25092.0,5147.0,9712.0,11240.0,8962.0,2329.0,3644.0,197.0,825.0,2821.0,228.0,2266.0,1206.0,4581.0,49529.0,180.0
36037,59053.0,25657.0,23825.0,7245.0,1712.0,26381.0,3759.0,10272.0,12317.0,7980.0,1880.0,5375.0,275.0,1093.0,1658.0,194.0,1695.0,801.0,3612.0,56311.0,129.0
36039,48069.0,29282.0,17125.0,5826.0,1650.0,26307.0,4954.0,9490.0,8370.0,6748.0,918.0,6776.0,369.0,925.0,2388.0,248.0,1176.0,3316.0,3009.0,43339.0,136.0
36043,63558.0,33368.0,25670.0,8738.0,2797.0,24678.0,4354.0,11935.0,13464.0,9127.0,2179.0,3175.0,343.0,1366.0,3251.0,386.0,2555.0,1246.0,4840.0,54000.0,183.0
36045,117966.0,58728.0,43428.0,16236.0,4678.0,24172.0,7231.0,14359.0,29200.0,14277.0,4509.0,20602.0,660.0,3443.0,7491.0,942.0,3603.0,6372.0,8233.0,113071.0,199.0
36049,27107.0,15287.0,10307.0,3750.0,1011.0,25230.0,2019.0,4502.0,6332.0,3760.0,807.0,1102.0,136.0,306.0,1830.0,140.0,623.0,362.0,2401.0,22279.0,66.0
36053,72089.0,31774.0,26121.0,7932.0,1700.0,26824.0,4576.0,11465.0,14602.0,8228.0,1898.0,4690.0,168.0,1103.0,2954.0,343.0,1678.0,5197.0,3822.0,65098.0,133.0
36063,213374.0,99162.0,87638.0,28523.0,7729.0,27487.0,13707.0,36847.0,43694.0,27983.0,8572.0,29201.0,1059.0,6124.0,3630.0,831.0,8716.0,4072.0,11504.0,195731.0,730.0
36069,109450.0,49693.0,44180.0,10898.0,3152.0,31524.0,5599.0,19486.0,22952.0,12886.0,3934.0,10288.0,962.0,3215.0,3830.0,482.0,3300.0,3757.0,6305.0,115126.0,226.0
36073,41938.0,18509.0,16132.0,6089.0,1445.0,23332.0,4061.0,6801.0,8489.0,6683.0,1460.0,5569.0,176.0,476.0,1908.0,324.0,1255.0,3147.0,2999.0,37794.0,110.0
36075,120513.0,53687.0,45374.0,21100.0,5274.0,24284.0,10788.0,17193.0,26194.0,17638.0,5093.0,6663.0,398.0,1926.0,8557.0,957.0,3958.0,4862.0,8454.0,109106.0,271.0
36079,99408.0,38321.0,34102.0,5061.0,3364.0,41993.0,5103.0,14768.0,21307.0,10364.0,1744.0,19133.0,2741.0,1447.0,230.0,645.0,1765.0,2637.0,6439.0,74439.0,178.0
36083,159959.0,71760.0,63553.0,19064.0,5812.0,31529.0,9539.0,24159.0,32445.0,20533.0,5788.0,25126.0,1138.0,6556.0,2084.0,800.0,6195.0,5929.0,8362.0,146262.0,364.0
36091,224929.0,101985.0,90896.0,14193.0,6548.0,37583.0,9439.0,35506.0,47790.0,25077.0,6555.0,19471.0,1506.0,7309.0,8038.0,640.0,3851.0,4297.0,9695.0,203851.0,444.0
36095,31667.0,17229.0,12373.0,4273.0,1575.0,25638.0,2529.0,5820.0,5954.0,4918.0,1115.0,2048.0,103.0,616.0,2115.0,175.0,985.0,1438.0,1892.0,27580.0,78.0
36097,18336.0,9544.0,7376.0,2617.0,645.0,25004.0,1326.0,3550.0,3630.0,2829.0,490.0,855.0,16.0,249.0,1973.0,143.0,448.0,339.0,1542.0,14802.0,46.0
36101,98151.0,48813.0,40438.0,14558.0,3543.0,26830.0,7098.0,17141.0,21898.0,15128.0,3847.0,6000.0,562.0,1687.0,7286.0,603.0,3752.0,1783.0,7784.0,95634.0,250.0
36103,1498130.0,570464.0,489758.0,106499.0,47643.0,38779.0,102414.0,228452.0,334451.0,140620.0,32477.0,461707.0,63079.0,32138.0,4856.0,12942.0,26128.0,31905.0,112562.0,1452833.0,3490.0
36105,75818.0,49645.0,28007.0,12479.0,3682.0,27068.0,7331.0,12691.0,16361.0,11339.0,2855.0,20507.0,2098.0,1428.0,4806.0,543.0,2842.0,4169.0,6967.0,67962.0,181.0
36107,49649.0,22170.0,19705.0,5405.0,1653.0,29654.0,3412.0,8900.0,10912.0,6878.0,1520.0,2257.0,142.0,576.0,3583.0,206.0,1216.0,538.0,3055.0,39372.0,132.0
36111,180505.0,83762.0,69335.0,22480.0,7993.0,31760.0,12793.0,31355.0,33598.0,24047.0,5126.0,35707.0,2582.0,4379.0,5372.0,1294.0,5360.0,11810.0,14722.0,160781.0,453.0
36113,64911.0,39045.0,26944.0,7079.0,2064.0,31652.0,4190.0,12829.0,12341.0,9392.0,2297.0,3608.0,343.0,1946.0,1937.0,402.0,2406.0,818.0,4384.0,76737.0,147.0
36115,62465.0,28996.0,24027.0,7627.0,2533.0,25200.0,5140.0,10730.0,12329.0,8211.0,2142.0,4536.0,336.0,574.0,1901.0,387.0,1517.0,3219.0,4820.0,49856.0,131.0
36117,91874.0,41421.0,36576.0,10761.0,3269.0,26209.0,6402.0,15156.0,20381.0,13331.0,3420.0,8864.0,590.0,1404.0,3699.0,556.0,2481.0,1796.0,6338.0,78436.0,181.0
37001,156372.0,68211.0,62053.0,28123.0,5397.0,23989.0,16048.0,25042.0,35683.0,22634.0,6592.0,53928.0,4839.0,4636.0,8344.0,1638.0,3429.0,4485.0,22024.0,149032.0,289.0
37009,26992.0,17420.0,11905.0,5290.0,967.0,22343.0,3377.0,6182.0,4994.0,4069.0,1039.0,1994.0,182.0,279.0,3830.0,96.0,762.0,415.0,4315.0,21761.0,69.0
37013,47513.0,25387.0,19021.0,8215.0,2097.0,23716.0,5200.0,10302.0,10093.0,8829.0,1427.0,16190.0,322.0,483.0,6598.0,204.0,1408.0,478.0,5924.0,45714.0,132.0
37021,250112.0,115984.0,102118.0,35996.0,7656.0,28087.0,18187.0,45103.0,48461.0,34180.0,7044.0,40271.0,4682.0,8815.0,18571.0,3201.0,5669.0,7099.0,32245.0,261887.0,507.0
37023,89082.0,40618.0,34199.0,17135.0,4459.0,20775.0,12888.0,16243.0,17905.0,17776.0,3364.0,15779.0,1817.0,790.0,10400.0,1005.0,2050.0,2973.0,12004.0,80826.0,236.0
37025,192296.0,75287.0,68289.0,22324.0,7948.0,27728.0,13997.0,23953.0,50611.0,19733.0,6704.0,59643.0,4613.0,4541.0,5360.0,2456.0,3136.0,1488.0,20037.0,178098.0,299.0
37027,81623.0,37658.0,31912.0,14137.0,3992.0,20587.0,13017.0,14399.0,17179.0,15287.0,2381.0,9637.0,889.0,818.0,7194.0,504.0,1563.0,1004.0,11722.0,72431.0,205.0
37031,68537.0,48932.0,29563.0,8869.0,3031.0,29349.0,5114.0,14969.0,12646.0,13019.0,2322.0,9354.0,731.0,4413.0,9103.0,376.0,1452.0,1060.0,9150.0,65107.0,171.0
37035,155461.0,68076.0,59710.0,24269.0,6049.0,24220.0,17720.0,25077.0,35663.0,21972.0,5110.0,36298.0,4083.0,3086.0,9721.0,1632.0,2976.0,2451.0,19577.0,171690.0,275.0
37049,104190.0,45946.0,40609.0,15205.0,4453.0,25230.0,8573.0,17838.0,23473.0,17079.0,3612.0,35086.0,2251.0,2289.0,6555.0,687.0,2935.0,3801.0,13131.0,104033.0,223.0
37053,24864.0,15017.0,9582.0,2468.0,787.0,28202.0,2251.0,3731.0,5524.0,3487.0,603.0,3096.0,121.0,93.0,2094.0,195.0,385.0,141.0,3451.0,19744.0,65.0
37055,35187.0,34031.0,14706.0,2885.0,1161.0,29746.0,1943.0,6532.0,6892.0,5131.0,1057.0,4299.0,613.0,1503.0,1885.0,234.0,496.0,179.0,6252.0,36965.0,78.0
37057,164058.0,73053.0,64064.0,26221.0,7911.0,23146.0,20120.0,27390.0,37326.0,27575.0,5544.0,30834.0,2880.0,2073.0,10919.0,1882.0,3517.0,1989.0,20032.0,132357.0,340.0
37059,41568.0,18241.0,15646.0,5735.0,1292.0,28178.0,4278.0,7799.0,9198.0,5708.0,1196.0,6278.0,839.0,445.0,3454.0,325.0,577.0,395.0,5367.0,34842.0,98.0
37071,211753.0,90212.0,79904.0,35812.0,10077.0,23710.0,24323.0,31800.0,49051.0,33468.0,8073.0,54735.0,2855.0,4786.0,9940.0,2300.0,5108.0,2933.0,29176.0,193874.0,438.0
37075,8651.0,5939.0,3252.0,1650.0,310.0,18783.0,1260.0,1894.0,1841.0,1626.0,144.0,1056.0,65.0,69.0,1527.0,20.0,223.0,121.0,1615.0,7456.0,22.0
37077,58341.0,23309.0,20527.0,9109.0,1820.0,23563.0,7454.0,8953.0,12506.0,9679.0,2425.0,24266.0,867.0,469.0,5484.0,451.0,1039.0,3881.0,6495.0,51017.0,104.0
37097,167493.0,70448.0,61716.0,22114.0,7333.0,28268.0,13778.0,24290.0,40119.0,21669.0,5868.0,39145.0,2794.0,3192.0,9499.0,1687.0,2501.0,1313.0,20086.0,168752.0,294.0
37101,182155.0,70272.0,63219.0,26272.0,6811.0,23171.0,17953.0,22206.0,48276.0,24996.0,7153.0,56258.0,5558.0,1334.0,12203.0,1410.0,2807.0,1776.0,26285.0,154250.0,352.0
37109,79783.0,33947.0,30612.0,11907.0,3599.0,26352.0,8995.0,12444.0,17634.0,12204.0,2215.0,11732.0,1178.0,579.0,6915.0,651.0,972.0,739.0,9894.0,64307.0,163.0
37115,21130.0,10698.0,8400.0,3337.0,720.0,22278.0,2618.0,4208.0,3888.0,3135.0,569.0,1250.0,204.0,62.0,2600.0,207.0,432.0,1118.0,2489.0,16544.0,52.0
37127,94385.0,42404.0,36678.0,16057.0,4354.0,24106.0,10249.0,15400.0,21485.0,14935.0,4094.0,45737.0,1189.0,975.0,7973.0,1069.0,3175.0,2132.0,12197.0,97545.0,218.0
37141,56358.0,27363.0,20534.0,10304.0,2605.0,24031.0,5716.0,9665.0,12651.0,9809.0,1448.0,14383.0,685.0,552.0,6907.0,399.0,1045.0,1137.0,8365.0,44503.0,120.0
37151,142588.0,61310.0,54884.0,23757.0,4823.0,21731.0,19518.0,22966.0,33608.0,20018.0,4956.0,28260.0,4182.0,1675.0,12249.0,1374.0,2928.0,1421.0,21525.0,125642.0,318.0
37157,91898.0,43591.0,37503.0,17517.0,4030.0,21298.0,12348.0,16798.0,19315.0,15154.0,3653.0,24930.0,892.0,1426.0,7724.0,773.0,2957.0,1403.0,11077.0,79509.0,241.0
37159,138694.0,60472.0,51454.0,24142.0,6910.0,22463.0,15300.0,22555.0,31482.0,21645.0,5347.0,37286.0,3464.0,2386.0,9548.0,1328.0,3196.0,4326.0,19255.0,131163.0,317.0
37161,66701.0,33908.0,26490.0,12668.0,2878.0,19688.0,9009.0,13037.0,14197.0,13858.0,2299.0,10881.0,572.0,428.0,7135.0,746.0,1557.0,1195.0,9235.0,61802.0,191.0
37167,60610.0,27282.0,23588.0,10047.0,3066.0,22103.0,6380.0,10605.0,13280.0,9390.0,2150.0,11203.0,607.0,347.0,3590.0,753.0,1595.0,2059.0,7306.0,54981.0,177.0
37169,46453.0,21868.0,19190.0,7052.0,1633.0,22013.0,5992.0,8766.0,9360.0,7106.0,1547.0,3969.0,206.0,295.0,5326.0,373.0,796.0,510.0,5813.0,32509.0,113.0
37171,72767.0,33625.0,28837.0,12801.0,1937.0,21411.0,11401.0,13767.0,16140.0,14272.0,2015.0,11141.0,1536.0,830.0,8094.0,696.0,1934.0,1013.0,10861.0,71906.0,177.0
37173,14234.0,8797.0,5425.0,3277.0,420.0,20256.0,1924.0,2672.0,3292.0,2142.0,465.0,5215.0,25.0,74.0,2239.0,129.0,294.0,267.0,3082.0,17367.0,42.0
37197,37819.0,17242.0,15287.0,7112.0,1145.0,21820.0,5785.0,6884.0,8299.0,6381.0,1384.0,5715.0,888.0,184.0,4326.0,472.0,895.0,337.0,5382.0,30497.0,87.0
37199,17599.0,11072.0,7479.0,3713.0,718.0,21508.0,2151.0,4106.0,3383.0,3546.0,549.0,1255.0,225.0,219.0,2361.0,141.0,565.0,157.0,2405.0,14245.0,50.0
38003,11033.0,5754.0,5070.0,1025.0,165.0,34244.0,703.0,2249.0,2257.0,1446.0,370.0,738.0,16.0,531.0,317.0,23.0,303.0,598.0,733.0,10732.0,17.0
38009,6650.0,4387.0,3047.0,569.0,80.0,32661.0,427.0,1417.0,1361.0,896.0,119.0,504.0,0.0,79.0,391.0,19.0,77.0,303.0,447.0,6245.0,17.0
38011,3238.0,1730.0,1404.0,242.0,39.0,34388.0,227.0,643.0,783.0,334.0,69.0,226.0,1.0,49.0,172.0,23.0,72.0,74.0,228.0,3403.0,10.0
38021,5160.0,2655.0,2192.0,417.0,73.0,28843.0,435.0,1120.0,1150.0,494.0,85.0,324.0,7.0,157.0,188.0,41.0,61.0,285.0,352.0,4700.0,17.0
38027,2370.0,1320.0,1043.0,306.0,26.0,33785.0,185.0,496.0,542.0,295.0,81.0,233.0,3.0,49.0,50.0,1.0,30.0,91.0,183.0,1952.0,10.0
38031,3345.0,1809.0,1500.0,306.0,21.0,30310.0,269.0,742.0,716.0,376.0,106.0,124.0,0.0,43.0,122.0,9.0,67.0,80.0,244.0,3396.0,14.0
38043,2419.0,1706.0,1083.0,170.0,22.0,36779.0,161.0,504.0,424.0,309.0,51.0,135.0,0.0,0.0,233.0,13.0,33.0,0.0,200.0,1904.0,11.0
38049,5912.0,3062.0,2614.0,583.0,79.0,36072.0,411.0,1142.0,1381.0,683.0,167.0,297.0,20.0,86.0,325.0,17.0,86.0,77.0,413.0,4277.0,17.0
38055,9576.0,5908.0,4292.0,923.0,68.0,34218.0,595.0,2081.0,2049.0,979.0,187.0,986.0,8.0,182.0,739.0,67.0,137.0,196.0,745.0,8687.0,17.0
38057,8671.0,4667.0,3675.0,634.0,119.0,34194.0,579.0,1480.0,1919.0,989.0,179.0,567.0,67.0,296.0,765.0,68.0,72.0,146.0,1043.0,9643.0,17.0
38059,29633.0,13733.0,12673.0,2521.0,390.0,34715.0,1641.0,4449.0,6593.0,2791.0,688.0,2609.0,132.0,974.0,1859.0,126.0,496.0,637.0,1623.0,26788.0,64.0
38067,7136.0,3867.0,3273.0,415.0,114.0,32779.0,574.0,1531.0,1489.0,888.0,188.0,549.0,3.0,134.0,194.0,23.0,112.0,186.0,596.0,7512.0,13.0
38069,4373.0,2337.0,2032.0,766.0,33.0,27926.0,371.0,1006.0,859.0,452.0,159.0,149.0,9.0,135.0,185.0,2.0,81.0,180.0,407.0,4315.0,13.0
38073,5457.0,2668.0,2350.0,487.0,68.0,30822.0,387.0,1141.0,1232.0,693.0,165.0,250.0,14.0,223.0,111.0,7.0,117.0,152.0,256.0,4859.0,27.0
38075,2573.0,1279.0,1011.0,169.0,12.0,31646.0,135.0,425.0,655.0,276.0,42.0,169.0,10.0,0.0,102.0,12.0,10.0,53.0,124.0,2244.0,12.0
38097,8075.0,3810.0,3310.0,637.0,111.0,31188.0,425.0,1514.0,1811.0,882.0,207.0,556.0,23.0,296.0,170.0,28.0,147.0,400.0,350.0,7362.0,25.0
38099,10995.0,5569.0,4841.0,1134.0,191.0,30266.0,1008.0,2268.0,2483.0,1702.0,378.0,1577.0,90.0,201.0,374.0,56.0,233.0,411.0,811.0,10796.0,36.0
39003,104664.0,44850.0,40039.0,16228.0,3957.0,23600.0,7426.0,16636.0,24459.0,15474.0,4392.0,19311.0,324.0,2668.0,2006.0,552.0,2983.0,4103.0,9259.0,115591.0,265.0
39005,53343.0,22104.0,20391.0,7859.0,1488.0,22604.0,4428.0,9219.0,12253.0,7657.0,1694.0,2076.0,693.0,991.0,1254.0,426.0,1436.0,2181.0,5871.0,50016.0,153.0
39007,99175.0,45850.0,38800.0,18735.0,3545.0,20978.0,10022.0,17123.0,22426.0,15331.0,3875.0,9887.0,680.0,2120.0,3471.0,703.0,3192.0,3505.0,10573.0,86444.0,268.0
39011,45871.0,19679.0,18231.0,3973.0,959.0,26690.0,2220.0,7753.0,11161.0,5365.0,1256.0,1725.0,121.0,634.0,781.0,255.0,960.0,522.0,2494.0,44128.0,140.0
39013,69228.0,32119.0,27732.0,9839.0,2512.0,24533.0,5154.0,13086.0,13194.0,10984.0,2194.0,4769.0,54.0,1311.0,2805.0,159.0,2299.0,4046.0,5562.0,64965.0,244.0
39015,44059.0,19599.0,17047.0,7179.0,1650.0,23776.0,4479.0,7412.0,10251.0,6806.0,1650.0,1463.0,38.0,390.0,3677.0,276.0,1013.0,576.0,4432.0,34186.0,107.0
39017,373638.0,149418.0,135100.0,49134.0,11637.0,28556.0,24528.0,49282.0,90379.0,43218.0,12831.0,64732.0,4469.0,13700.0,4305.0,1995.0,7457.0,11480.0,28987.0,356819.0,682.0
39019,28108.0,13543.0,10871.0,3873.0,890.0,25093.0,2594.0,5399.0,5990.0,3903.0,642.0,970.0,73.0,122.0,1821.0,213.0,566.0,451.0,3231.0,20630.0,62.0
39021,39175.0,16684.0,15162.0,4279.0,1411.0,24715.0,2887.0,6495.0,9127.0,5838.0,1429.0,2544.0,65.0,431.0,1113.0,214.0,830.0,876.0,2677.0,32575.0,81.0
39023,136175.0,61143.0,54681.0,23792.0,5861.0,23992.0,11883.0,24304.0,31185.0,22198.0,6169.0,20947.0,754.0,3844.0,2549.0,750.0,4708.0,3151.0,11480.0,128086.0,389.0
39025,201092.0,81711.0,75236.0,20968.0,5180.0,30060.0,14161.0,28087.0,48791.0,25513.0,5788.0,11881.0,513.0,8499.0,4847.0,830.0,3795.0,1865.0,14684.0,160652.0,380.0
39027,41854.0,18060.0,16077.0,6169.0,1336.0,23612.0,3199.0,6381.0,10051.0,6188.0,1687.0,2716.0,44.0,997.0,1282.0,320.0,866.0,1187.0,3560.0,44105.0,102.0
39029,105230.0,46591.0,41782.0,15946.0,4289.0,23785.0,9302.0,19105.0,22042.0,16194.0,3760.0,5943.0,374.0,1669.0,4274.0,762.0,2771.0,3846.0,9965.0,91049.0,353.0
39031,36665.0,16358.0,14397.0,5058.0,1085.0,21521.0,3595.0,6464.0,8682.0,5012.0,1000.0,1397.0,244.0,192.0,2162.0,297.0,1375.0,462.0,4685.0,33195.0,117.0
39033,42485.0,20013.0,17657.0,6566.0,1505.0,22631.0,3427.0,8296.0,9420.0,7164.0,1603.0,1729.0,97.0,595.0,817.0,148.0,1153.0,540.0,3470.0,37744.0,124.0
39037,52185.0,22716.0,20831.0,6344.0,1575.0,23589.0,3931.0,9592.0,12713.0,7633.0,1726.0,1837.0,92.0,460.0,884.0,214.0,1307.0,689.0,3954.0,44574.0,163.0
39039,38488.0,16712.0,15378.0,5129.0,1331.0,24703.0,2629.0,6452.0,9067.0,5039.0,1400.0,4995.0,227.0,494.0,1132.0,241.0,807.0,653.0,3469.0,37052.0,84.0
39043,75808.0,37715.0,31731.0,9584.0,2944.0,28684.0,5057.0,14892.0,15850.0,10546.0,2928.0,12232.0,238.0,2702.0,1286.0,174.0,2256.0,1376.0,6117.0,80294.0,199.0
39045,150163.0,59609.0,55138.0,15010.0,4483.0,28746.0,8306.0,21672.0,36850.0,19821.0,5429.0,18474.0,733.0,3016.0,1869.0,804.0,2822.0,2833.0,9787.0,121117.0,282.0
39051,42466.0,17367.0,16240.0,4688.0,1354.0,27010.0,2727.0,6873.0,10444.0,5620.0,1447.0,4370.0,199.0,245.0,1358.0,224.0,584.0,467.0,2197.0,39800.0,87.0
39053,30376.0,13727.0,11495.0,6334.0,892.0,20914.0,4014.0,5218.0,7163.0,5933.0,966.0,1897.0,22.0,149.0,3356.0,252.0,917.0,821.0,3622.0,30828.0,97.0
39055,94020.0,36733.0,34890.0,6399.0,1956.0,37537.0,5691.0,16950.0,22712.0,9845.0,1752.0,3914.0,570.0,1020.0,1106.0,715.0,2844.0,967.0,9983.0,80941.0,218.0
39057,164325.0,69139.0,64279.0,19929.0,5354.0,31877.0,8066.0,25466.0,34210.0,19825.0,4897.0,25629.0,1063.0,6453.0,812.0,581.0,3295.0,9200.0,10305.0,172984.0,342.0
39059,39478.0,19110.0,15863.0,7722.0,1697.0,22280.0,4235.0,6926.0,9083.0,7023.0,1415.0,1971.0,119.0,531.0,2946.0,191.0,1293.0,558.0,3777.0,36248.0,102.0
39063,75672.0,33569.0,31549.0,9877.0,2182.0,28244.0,3842.0,11979.0,17195.0,8507.0,2698.0,7613.0,570.0,2283.0,2101.0,208.0,2150.0,1887.0,5348.0,86284.0,163.0
39065,31652.0,13104.0,11588.0,4574.0,1269.0,20994.0,2043.0,4676.0,7326.0,4266.0,805.0,1449.0,72.0,534.0,972.0,229.0,790.0,2336.0,3335.0,27708.0,92.0
39067,15521.0,8065.0,6242.0,2756.0,323.0,22639.0,1574.0,3118.0,3271.0,2586.0,465.0,740.0,97.0,72.0,1186.0,75.0,401.0,264.0,1566.0,12368.0,50.0
39069,27890.0,11987.0,11035.0,2783.0,752.0,26288.0,1666.0,4917.0,6644.0,3877.0,1059.0,2644.0,68.0,234.0,823.0,93.0,489.0,427.0,1772.0,27701.0,59.0
39071,43109.0,19167.0,16635.0,8822.0,1824.0,21134.0,4714.0,7352.0,10429.0,8034.0,1630.0,1884.0,120.0,399.0,3235.0,275.0,1250.0,542.0,4842.0,38067.0,132.0
39073,28690.0,13279.0,11326.0,4655.0,1229.0,22091.0,2310.0,5006.0,6615.0,4867.0,1128.0,957.0,32.0,278.0,2416.0,182.0,651.0,670.0,3002.0,22033.0,73.0
39077,58704.0,25099.0,22521.0,7467.0,1944.0,23698.0,4820.0,9065.0,14612.0,7913.0,2091.0,5375.0,676.0,765.0,1784.0,311.0,1604.0,849.0,5432.0,52952.0,125.0
39081,67607.0,32458.0,27776.0,11208.0,2491.0,23356.0,4833.0,13193.0,13218.0,12310.0,2469.0,6347.0,219.0,1676.0,1830.0,227.0,2476.0,2451.0,5387.0,65022.0,263.0
39083,60878.0,25462.0,23029.0,8958.0,1812.0,23426.0,4124.0,9938.0,14117.0,8479.0,1887.0,2691.0,265.0,519.0,1164.0,347.0,1987.0,3497.0,6582.0,52589.0,135.0
39085,229266.0,101885.0,95249.0,19231.0,6513.0,31053.0,13156.0,41000.0,48063.0,27819.0,7477.0,24036.0,2725.0,10394.0,1719.0,804.0,5319.0,3192.0,15158.0,212913.0,650.0
39087,61503.0,27313.0,23243.0,11183.0,2030.0,22567.0,6144.0,10694.0,13936.0,13107.0,1822.0,3103.0,88.0,478.0,4651.0,299.0,1636.0,686.0,5623.0,51165.0,157.0
39089,169762.0,69927.0,64034.0,20814.0,5829.0,27934.0,10950.0,25550.0,40320.0,23367.0,5915.0,14563.0,326.0,2526.0,2973.0,897.0,3140.0,3744.0,13775.0,146802.0,327.0
39091,45388.0,23174.0,18720.0,6258.0,1331.0,25877.0,3235.0,7508.0,10919.0,6508.0,1704.0,2772.0,316.0,558.0,2384.0,314.0,1093.0,391.0,4759.0,42276.0,111.0
39093,304091.0,128766.0,117609.0,41156.0,12394.0,27537.0,22530.0,49573.0,69448.0,45940.0,12412.0,63252.0,3210.0,10608.0,2822.0,1256.0,8353.0,9516.0,20435.0,265398.0,651.0
