,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths
36049,26719.0,15605.0,10242.0,3712.0,872.0,26169.0,1869.0,4620.0,6192.0,3830.0,826.0,1112.0,132.0,220.0,1995.0,130.0,537.0,362.0,1745.0,21191.0,63.0
36053,71359.0,32209.0,26026.0,6549.0,1655.0,28925.0,4215.0,12142.0,13922.0,8977.0,1898.0,4812.0,193.0,1135.0,3079.0,280.0,1467.0,5148.0,3376.0,64350.0,127.0
36063,211704.0,100301.0,88211.0,27967.0,5636.0,29824.0,13257.0,38400.0,42846.0,29186.0,7984.0,30189.0,1330.0,6255.0,3370.0,984.0,8395.0,3982.0,7516.0,187473.0,674.0
36069,109472.0,50412.0,44286.0,10203.0,2320.0,35121.0,5046.0,20570.0,22565.0,13529.0,3539.0,10924.0,1046.0,3699.0,3689.0,453.0,3230.0,3757.0,4335.0,111838.0,219.0
36073,41175.0,18570.0,16333.0,5499.0,999.0,25261.0,3821.0,6944.0,8165.0,6458.0,1694.0,5553.0,407.0,512.0,1932.0,358.0,1313.0,3051.0,2127.0,36455.0,98.0
36075,119104.0,54409.0,46032.0,20392.0,4548.0,27217.0,9804.0,18238.0,25429.0,18101.0,5315.0,6890.0,314.0,2054.0,8261.0,1102.0,3850.0,4860.0,5956.0,105906.0,283.0
36079,99070.0,38605.0,34847.0,5191.0,2866.0,45905.0,4951.0,16053.0,20311.0,10017.0,1612.0,20325.0,2537.0,1379.0,343.0,422.0,1661.0,2623.0,4546.0,69720.0,212.0
36083,159431.0,72852.0,64563.0,18459.0,4359.0,34280.0,9302.0,25539.0,31723.0,21366.0,6052.0,26199.0,1156.0,6684.0,1984.0,1053.0,6341.0,5891.0,6704.0,137747.0,352.0
36091,227377.0,104895.0,93876.0,13797.0,4749.0,41709.0,9508.0,38737.0,46969.0,25180.0,6124.0,21273.0,1162.0,8570.0,8096.0,826.0,4007.0,4076.0,7960.0,197119.0,456.0
36095,31364.0,17506.0,12559.0,3945.0,892.0,28712.0,2306.0,6359.0,5655.0,5027.0,1180.0,2056.0,126.0,607.0,2212.0,128.0,799.0,1429.0,1310.0,26240.0,63.0
36097,17992.0,9736.0,7304.0,2444.0,492.0,26484.0,1414.0,3604.0,3515.0,3014.0,573.0,859.0,48.0,248.0,1745.0,164.0,450.0,255.0,991.0,14699.0,42.0
36101,96927.0,49462.0,40183.0,13308.0,2992.0,28600.0,6811.0,17889.0,21208.0,14839.0,3699.0,6066.0,593.0,1794.0,7602.0,417.0,3601.0,1789.0,5578.0,92969.0,262.0
36103,1487901.0,575162.0,487981.0,103887.0,37012.0,42204.0,98607.0,239139.0,322908.0,141672.0,30099.0,474510.0,56397.0,33705.0,5148.0,12746.0,25656.0,29735.0,79676.0,1348914.0,3562.0
36107,49045.0,22486.0,20045.0,5091.0,1557.0,31330.0,3192.0,9435.0,10495.0,7106.0,1577.0,2403.0,124.0,695.0,3415.0,270.0,1065.0,548.0,2139.0,39720.0,112.0
36111,179303.0,84874.0,69539.0,23840.0,5723.0,33879.0,12295.0,33335.0,32420.0,24210.0,5519.0,36788.0,2817.0,4733.0,5425.0,1252.0,5230.0,11692.0,10239.0,152817.0,416.0
36113,64480.0,39760.0,27553.0,6656.0,1479.0,33605.0,3989.0,13493.0,11956.0,9503.0,2050.0,3857.0,330.0,1914.0,1954.0,328.0,2561.0,845.0,3223.0,73066.0,152.0
36115,61828.0,29461.0,24009.0,7055.0,1729.0,27156.0,5519.0,11288.0,11910.0,8614.0,2018.0,4650.0,390.0,726.0,1938.0,428.0,1741.0,3242.0,3785.0,48262.0,180.0
36117,90856.0,41637.0,36504.0,10127.0,2733.0,29028.0,6738.0,16103.0,19705.0,13331.0,3191.0,8950.0,500.0,1510.0,3470.0,458.0,2471.0,1747.0,4523.0,76615.0,180.0
36121,40565.0,18156.0,15815.0,4092.0,1157.0,27150.0,3022.0,6754.0,8064.0,5232.0,1371.0,4094.0,228.0,423.0,1376.0,153.0,1066.0,2948.0,1576.0,34806.0,91.0
37001,160576.0,69749.0,64059.0,26264.0,4529.0,26215.0,15629.0,26307.0,36203.0,22761.0,6808.0,56863.0,5034.0,5118.0,8342.0,1606.0,3372.0,4648.0,18968.0,151693.0,347.0
37009,26786.0,17649.0,11805.0,4748.0,604.0,24039.0,3187.0,6427.0,4893.0,4166.0,867.0,1986.0,218.0,510.0,3820.0,91.0,729.0,430.0,3155.0,20739.0,70.0
37021,254474.0,121591.0,107093.0,30609.0,5203.0,31439.0,16793.0,48292.0,48313.0,34184.0,6385.0,41701.0,4665.0,10604.0,17321.0,3442.0,5428.0,6892.0,25575.0,250613.0,532.0
37023,89712.0,41092.0,34672.0,15720.0,3728.0,23466.0,12258.0,17196.0,17402.0,17831.0,2950.0,16443.0,1343.0,618.0,10634.0,1192.0,1754.0,2888.0,10725.0,79997.0,225.0
37025,201448.0,78093.0,72299.0,21822.0,6349.0,31050.0,13302.0,25749.0,52386.0,21234.0,7151.0,66819.0,4165.0,4367.0,4943.0,2851.0,3144.0,1599.0,15678.0,174980.0,314.0
37027,81779.0,37950.0,32594.0,13405.0,2546.0,22945.0,11913.0,15466.0,16870.0,14780.0,2578.0,10167.0,1140.0,843.0,7215.0,692.0,1578.0,992.0,10205.0,70497.0,210.0
37031,68920.0,49911.0,29690.0,7831.0,2159.0,32005.0,4603.0,16237.0,12414.0,13228.0,2180.0,9396.0,497.0,4813.0,9057.0,347.0,1426.0,1114.0,7669.0,65698.0,200.0
37035,156729.0,68693.0,61099.0,20377.0,5453.0,26950.0,16024.0,26739.0,35357.0,22052.0,5030.0,37865.0,4129.0,3448.0,9668.0,1770.0,2987.0,2485.0,16819.0,172533.0,359.0
37037,69791.0,31555.0,28527.0,8241.0,1698.0,39299.0,6026.0,16306.0,14350.0,10548.0,1972.0,19869.0,2330.0,942.0,5203.0,483.0,1283.0,749.0,8246.0,53299.0,146.0
37049,103082.0,46911.0,40871.0,14915.0,3513.0,28007.0,7957.0,18543.0,22768.0,15960.0,3657.0,35120.0,2195.0,2307.0,6393.0,946.0,2756.0,5081.0,10882.0,99325.0,257.0
37053,25796.0,15557.0,10148.0,2562.0,608.0,30017.0,1980.0,3996.0,5742.0,3711.0,854.0,3304.0,83.0,76.0,2228.0,196.0,270.0,134.0,3464.0,20263.0,68.0
37055,35741.0,34515.0,15441.0,2929.0,1000.0,33550.0,1793.0,7181.0,6909.0,4775.0,965.0,4447.0,703.0,1582.0,1925.0,427.0,486.0,177.0,5293.0,37294.0,81.0
37057,164664.0,74311.0,65471.0,25064.0,5745.0,25109.0,19082.0,28859.0,36830.0,26141.0,5410.0,32116.0,3075.0,2213.0,11424.0,1588.0,3755.0,1935.0,18582.0,127861.0,373.0
37059,41991.0,18582.0,15999.0,5710.0,1125.0,29613.0,3979.0,8313.0,9038.0,6493.0,1132.0,6429.0,936.0,605.0,3457.0,436.0,470.0,368.0,4510.0,35286.0,101.0
37069,64902.0,28012.0,24749.0,9093.0,1731.0,26273.0,7114.0,10417.0,14574.0,10049.0,2018.0,23658.0,1171.0,366.0,7171.0,552.0,1276.0,1589.0,7142.0,47374.0,126.0
37071,216585.0,91779.0,81494.0,33324.0,7125.0,26069.0,22783.0,33757.0,49469.0,33579.0,7750.0,58421.0,2369.0,4326.0,10214.0,2219.0,4585.0,2906.0,23152.0,185502.0,484.0
37077,58874.0,24069.0,21030.0,7781.0,1695.0,26228.0,6522.0,9519.0,12272.0,8981.0,2377.0,24620.0,838.0,382.0,5033.0,251.0,1053.0,3706.0,5115.0,51441.0,112.0
37087,60433.0,35398.0,26336.0,8304.0,1319.0,29453.0,5383.0,14548.0,11069.0,10530.0,2001.0,4300.0,430.0,593.0,6397.0,428.0,1176.0,504.0,6453.0,47678.0,167.0
37097,172525.0,72834.0,65246.0,20230.0,5349.0,32006.0,13015.0,26249.0,40440.0,22506.0,6022.0,40981.0,2835.0,3213.0,9889.0,1658.0,2199.0,1286.0,16451.0,161046.0,298.0
37101,191172.0,73685.0,67154.0,25213.0,5185.0,25847.0,17373.0,24306.0,49706.0,27001.0,6999.0,60690.0,4728.0,1563.0,12796.0,1313.0,2777.0,1720.0,23136.0,149486.0,307.0
37109,81441.0,35227.0,32022.0,11593.0,2584.0,29089.0,8357.0,13761.0,17562.0,12140.0,2634.0,12168.0,775.0,526.0,7410.0,634.0,980.0,739.0,7929.0,64728.0,164.0
37115,21405.0,10892.0,8452.0,3586.0,559.0,25326.0,2229.0,4486.0,3882.0,3566.0,552.0,1265.0,98.0,47.0,2796.0,155.0,398.0,1125.0,2149.0,14417.0,52.0
37121,15040.0,8812.0,6361.0,2052.0,280.0,23907.0,1721.0,3609.0,2768.0,3041.0,348.0,1143.0,126.0,119.0,1552.0,50.0,368.0,343.0,1887.0,13585.0,60.0
37123,27338.0,16235.0,10411.0,5178.0,527.0,22760.0,3933.0,5257.0,6225.0,3906.0,929.0,10042.0,1037.0,75.0,3737.0,452.0,620.0,1167.0,3552.0,25452.0,64.0
37125,95629.0,46638.0,38965.0,11863.0,2244.0,33432.0,6633.0,22698.0,20362.0,14487.0,2382.0,21808.0,1230.0,1639.0,6965.0,627.0,1712.0,1413.0,8670.0,92042.0,214.0
37127,94003.0,42876.0,36720.0,14269.0,2892.0,26980.0,9439.0,16294.0,21019.0,15142.0,4022.0,46647.0,1206.0,1110.0,8242.0,1005.0,2907.0,2077.0,9402.0,91606.0,239.0
37139,39479.0,17108.0,14780.0,5981.0,1187.0,23699.0,3625.0,6367.0,8775.0,5718.0,1419.0,17831.0,314.0,754.0,2089.0,163.0,1419.0,2393.0,5075.0,40133.0,125.0
37141,59020.0,28601.0,21766.0,8709.0,2016.0,27724.0,5189.0,10339.0,13225.0,9560.0,1117.0,14882.0,759.0,702.0,6773.0,438.0,913.0,1189.0,6517.0,44626.0,131.0
37145,39305.0,18428.0,15744.0,6836.0,1703.0,25922.0,3813.0,7227.0,8365.0,7291.0,1559.0,13217.0,243.0,157.0,4173.0,430.0,1234.0,521.0,3572.0,30914.0,100.0
37151,142958.0,62147.0,56041.0,22265.0,3719.0,24127.0,18335.0,24213.0,32997.0,22207.0,5033.0,29512.0,4124.0,1833.0,13428.0,1272.0,2932.0,1445.0,19208.0,120926.0,343.0
37157,91270.0,43977.0,37201.0,16201.0,2568.0,23604.0,11394.0,17708.0,18821.0,14170.0,3448.0,25089.0,974.0,1356.0,7412.0,882.0,2665.0,1458.0,9216.0,76178.0,237.0
37159,139605.0,61329.0,52301.0,22386.0,5106.0,25117.0,14118.0,23456.0,31464.0,21389.0,5051.0,38547.0,2758.0,2454.0,10115.0,1206.0,3023.0,4380.0,16794.0,125897.0,328.0
37161,66532.0,34275.0,26345.0,11731.0,2410.0,22493.0,8245.0,13755.0,13977.0,13157.0,2104.0,11019.0,397.0,520.0,7127.0,431.0,1669.0,1238.0,7345.0,60409.0,178.0
37167,61114.0,27638.0,23717.0,8474.0,1865.0,24671.0,6359.0,11242.0,13277.0,8769.0,2315.0,11705.0,566.0,244.0,3609.0,780.0,1144.0,2137.0,6245.0,52082.0,158.0
37169,45905.0,22186.0,19302.0,6166.0,1400.0,25091.0,5529.0,9098.0,8920.0,6978.0,1603.0,4022.0,47.0,220.0,5530.0,291.0,629.0,528.0,5895.0,31225.0,126.0
37171,72099.0,34030.0,28985.0,11978.0,1422.0,23957.0,10995.0,14189.0,15603.0,14444.0,1754.0,11381.0,1347.0,863.0,8366.0,672.0,1965.0,1005.0,9132.0,69830.0,174.0
37197,37665.0,17401.0,15448.0,5692.0,889.0,23566.0,5052.0,7208.0,8061.0,6312.0,1230.0,5858.0,978.0,260.0,4508.0,406.0,788.0,326.0,4569.0,29329.0,101.0
38003,10836.0,5884.0,5085.0,1080.0,158.0,33868.0,653.0,2293.0,2085.0,1534.0,212.0,783.0,0.0,591.0,434.0,15.0,314.0,573.0,629.0,10443.0,30.0
38009,6589.0,4451.0,3065.0,634.0,131.0,35039.0,407.0,1477.0,1366.0,973.0,144.0,548.0,0.0,82.0,338.0,27.0,68.0,295.0,245.0,5267.0,19.0
38021,4970.0,2680.0,2170.0,252.0,73.0,32943.0,335.0,1047.0,1144.0,509.0,87.0,329.0,10.0,117.0,183.0,32.0,100.0,240.0,201.0,4658.0,12.0
38027,2313.0,1331.0,1052.0,306.0,15.0,34565.0,164.0,534.0,510.0,424.0,98.0,275.0,5.0,101.0,68.0,5.0,37.0,97.0,143.0,1850.0,11.0
38049,5927.0,3158.0,2628.0,504.0,49.0,37626.0,422.0,1179.0,1408.0,745.0,180.0,289.0,4.0,54.0,331.0,12.0,79.0,74.0,286.0,4166.0,15.0
38055,9608.0,6135.0,4333.0,772.0,64.0,35367.0,572.0,2152.0,2064.0,967.0,264.0,1013.0,44.0,173.0,698.0,72.0,127.0,173.0,471.0,8323.0,31.0
38057,8570.0,4732.0,3702.0,589.0,41.0,38298.0,443.0,1506.0,1933.0,895.0,167.0,623.0,106.0,331.0,697.0,78.0,59.0,142.0,1184.0,9475.0,18.0
38059,30544.0,14719.0,13536.0,2426.0,549.0,39300.0,1800.0,4727.0,6830.0,2737.0,726.0,2963.0,215.0,1256.0,1925.0,153.0,647.0,651.0,1658.0,26519.0,57.0
38067,7016.0,3871.0,3180.0,475.0,100.0,36251.0,583.0,1537.0,1458.0,835.0,145.0,628.0,2.0,101.0,266.0,18.0,125.0,183.0,451.0,7292.0,20.0
38069,4210.0,2310.0,1937.0,692.0,20.0,28008.0,243.0,975.0,892.0,416.0,146.0,254.0,4.0,142.0,182.0,4.0,105.0,166.0,140.0,4248.0,19.0
38073,5361.0,2691.0,2367.0,304.0,38.0,34691.0,281.0,1132.0,1159.0,788.0,188.0,286.0,0.0,268.0,98.0,5.0,115.0,154.0,136.0,4595.0,26.0
38075,2495.0,1332.0,1022.0,114.0,23.0,33635.0,104.0,446.0,583.0,355.0,49.0,224.0,12.0,2.0,116.0,13.0,21.0,51.0,95.0,2152.0,13.0
38097,8019.0,3845.0,3349.0,504.0,126.0,32712.0,396.0,1515.0,1824.0,953.0,182.0,622.0,22.0,341.0,150.0,14.0,169.0,389.0,383.0,7629.0,15.0
38099,10802.0,5595.0,4841.0,1012.0,140.0,31366.0,1081.0,2227.0,2457.0,1546.0,399.0,1666.0,96.0,214.0,482.0,49.0,276.0,397.0,592.0,10921.0,27.0
39003,103642.0,45063.0,40537.0,14795.0,3070.0,25662.0,7192.0,17319.0,24117.0,15701.0,4595.0,19681.0,387.0,2741.0,1766.0,446.0,3406.0,3976.0,6807.0,112444.0,305.0
39005,53477.0,22250.0,20439.0,6769.0,1067.0,25471.0,4033.0,9580.0,12169.0,7352.0,1580.0,2311.0,526.0,1013.0,1335.0,430.0,1411.0,2253.0,4622.0,47718.0,145.0
39007,98136.0,46107.0,37652.0,19216.0,3111.0,22817.0,9608.0,17737.0,21911.0,15601.0,3491.0,10156.0,492.0,2270.0,4037.0,732.0,3510.0,3506.0,8735.0,83610.0,332.0
39011,45784.0,19852.0,18723.0,3906.0,838.0,29908.0,2110.0,7946.0,11125.0,4915.0,1557.0,1931.0,103.0,699.0,631.0,212.0,884.0,544.0,1838.0,41957.0,127.0
39013,68472.0,32211.0,26200.0,8738.0,1882.0,26106.0,4832.0,13591.0,13041.0,10462.0,2114.0,4896.0,43.0,1300.0,2856.0,97.0,1875.0,4071.0,3875.0,60624.0,252.0
39015,43679.0,20048.0,17434.0,6818.0,1154.0,25637.0,3814.0,7612.0,10094.0,7108.0,1605.0,1519.0,64.0,367.0,3266.0,305.0,1026.0,591.0,3254.0,32557.0,109.0
39017,378294.0,151198.0,138226.0,47601.0,9789.0,30777.0,23331.0,52872.0,90144.0,46200.0,12679.0,69799.0,4242.0,14111.0,3907.0,2047.0,7519.0,11624.0,21722.0,343182.0,681.0
39019,27578.0,13646.0,11126.0,3549.0,611.0,28421.0,2233.0,5580.0,5763.0,4019.0,770.0,1029.0,56.0,119.0,1744.0,121.0,604.0,453.0,2502.0,18994.0,81.0
39021,38864.0,16793.0,15209.0,4180.0,1180.0,26515.0,2501.0,6904.0,8783.0,6170.0,1334.0,2556.0,104.0,453.0,1113.0,189.0,853.0,850.0,2152.0,30591.0,80.0
39023,135198.0,61310.0,54905.0,20775.0,4768.0,25948.0,11551.0,25265.0,30713.0,22560.0,6291.0,21361.0,1092.0,3733.0,2588.0,802.0,4526.0,3184.0,9126.0,123683.0,394.0
39025,203216.0,82830.0,77181.0,19204.0,4473.0,32900.0,13641.0,30876.0,47954.0,27142.0,5636.0,12890.0,483.0,9232.0,4958.0,963.0,3724.0,1919.0,11496.0,155271.0,409.0
39027,41896.0,18178.0,16370.0,5277.0,1275.0,26861.0,3236.0,6750.0,9859.0,6647.0,1670.0,2769.0,70.0,770.0,1153.0,304.0,920.0,1221.0,2468.0,43628.0,114.0
39029,104003.0,46818.0,41854.0,14639.0,3294.0,25853.0,9076.0,20059.0,21521.0,16240.0,3284.0,6217.0,199.0,1678.0,4473.0,790.0,2812.0,3889.0,7245.0,86913.0,314.0
39033,42021.0,20053.0,17755.0,6182.0,1053.0,24513.0,2872.0,8436.0,9219.0,6974.0,1753.0,1928.0,96.0,658.0,863.0,109.0,1208.0,545.0,2563.0,36171.0,125.0
39037,51734.0,22844.0,20838.0,5124.0,1213.0,26262.0,3294.0,9780.0,12420.0,7146.0,1653.0,1965.0,55.0,407.0,1000.0,228.0,1119.0,654.0,3008.0,43353.0,189.0
39039,38279.0,16807.0,15213.0,4032.0,917.0,28491.0,2072.0,6728.0,8900.0,4857.0,1361.0,5156.0,191.0,612.0,1080.0,126.0,881.0,593.0,2111.0,35266.0,97.0
39043,75136.0,37859.0,31301.0,8858.0,2050.0,31677.0,4331.0,15642.0,15464.0,11014.0,2805.0,12551.0,321.0,2883.0,1218.0,170.0,2135.0,1276.0,3709.0,78491.0,240.0
39045,152910.0,60573.0,55748.0,14142.0,3327.0,31136.0,7872.0,23108.0,37048.0,20591.0,5177.0,20412.0,977.0,2946.0,1738.0,944.0,2894.0,2982.0,7673.0,118944.0,331.0
39051,42305.0,17520.0,16425.0,3919.0,1044.0,28411.0,2527.0,7070.0,10131.0,5644.0,1490.0,4578.0,293.0,289.0,1324.0,276.0,565.0,474.0,1889.0,39281.0,98.0
39053,30195.0,13892.0,11662.0,6608.0,657.0,22588.0,3769.0,5450.0,6916.0,6203.0,792.0,1979.0,31.0,233.0,3305.0,227.0,858.0,838.0,3160.0,30279.0,104.0
39055,93961.0,37075.0,35285.0,5642.0,1453.0,42149.0,6077.0,17977.0,22073.0,9889.0,1450.0,4095.0,571.0,1097.0,1105.0,731.0,3234.0,1027.0,8228.0,81214.0,185.0
39057,165811.0,69878.0,65406.0,19065.0,4550.0,34682.0,7391.0,27076.0,34242.0,20911.0,5346.0,26615.0,1125.0,6172.0,764.0,647.0,3397.0,9104.0,7270.0,160073.0,335.0
39059,39274.0,19285.0,16098.0,7815.0,1254.0,23599.0,3865.0,7326.0,8775.0,6874.0,1674.0,2231.0,66.0,688.0,2980.0,251.0,1302.0,534.0,2961.0,35463.0,119.0
39063,75690.0,34030.0,31887.0,8545.0,1718.0,30794.0,3999.0,12284.0,17000.0,8424.0,2672.0,8090.0,372.0,2479.0,2237.0,243.0,2107.0,1944.0,3574.0,84482.0,173.0
39065,31542.0,13187.0,11495.0,4880.0,893.0,22329.0,2022.0,4805.0,7371.0,4558.0,813.0,1532.0,109.0,531.0,1076.0,179.0,754.0,2297.0,2835.0,26471.0,86.0
39067,15307.0,8111.0,6200.0,2545.0,381.0,24108.0,1568.0,3118.0,3222.0,2820.0,443.0,770.0,87.0,76.0,1308.0,101.0,525.0,270.0,1386.0,11675.0,59.0
39069,27316.0,12071.0,11065.0,2593.0,588.0,28328.0,1302.0,4811.0,6440.0,3546.0,1187.0,2715.0,42.0,403.0,821.0,59.0,476.0,444.0,977.0,26857.0,86.0
39071,43007.0,19326.0,16646.0,8836.0,1237.0,22624.0,4631.0,7573.0,10437.0,7872.0,1501.0,2020.0,190.0,472.0,2864.0,265.0,1369.0,557.0,3679.0,37018.0,117.0
39073,28495.0,13396.0,11120.0,3785.0,786.0,24138.0,2063.0,5219.0,6366.0,4907.0,1055.0,1015.0,56.0,271.0,2310.0,241.0,584.0,687.0,1937.0,20891.0,76.0
39077,58457.0,25247.0,22860.0,7845.0,1411.0,25375.0,4628.0,9536.0,14277.0,7960.0,2192.0,5711.0,565.0,752.0,1869.0,290.0,1476.0,1006.0,4374.0,51764.0,145.0
39081,66886.0,32528.0,27363.0,11647.0,2366.0,25658.0,4593.0,13770.0,12959.0,12022.0,2282.0,6399.0,167.0,1614.0,2093.0,134.0,2485.0,2368.0,3931.0,61570.0,266.0
39083,61215.0,25731.0,23340.0,8222.0,1586.0,25589.0,3733.0,10538.0,14028.0,7939.0,1925.0,2784.0,300.0,405.0,948.0,267.0,1836.0,3528.0,5647.0,51351.0,155.0
39085,230052.0,102619.0,95980.0,18830.0,5449.0,33737.0,13190.0,43492.0,47244.0,29673.0,7523.0,26244.0,2585.0,10972.0,1735.0,786.0,4588.0,3161.0,11587.0,203197.0,647.0
39089,172293.0,70647.0,64016.0,19101.0,4340.0,30338.0,10209.0,27141.0,40368.0,26245.0,5579.0,16230.0,676.0,2569.0,2924.0,993.0,3087.0,3810.0,10938.0,147550.0,384.0
39091,45307.0,23399.0,18654.0,5984.0,1103.0,27840.0,2705.0,7712.0,10690.0,6175.0,1620.0,2966.0,391.0,706.0,2138.0,475.0,1013.0,458.0,3532.0,40901.0,125.0
39093,306713.0,130429.0,119536.0,40799.0,9507.0,29777.0,21800.0,53050.0,68799.0,45673.0,12402.0,65973.0,2831.0,10808.0,3016.0,1157.0,8195.0,9328.0,15404.0,259260.0,678.0
39099,231064.0,111447.0,98052.0,39441.0,9129.0,27429.0,14934.0,46245.0,46852.0,34564.0,9497.0,55078.0,2192.0,8410.0,1340.0,723.0,8353.0,6677.0,12147.0,227768.0,923.0
39103,177257.0,71882.0,68121.0,11303.0,3065.0,35979.0,6282.0,29672.0,40656.0,19193.0,4287.0,10644.0,502.0,4640.0,675.0,734.0,2798.0,1427.0,7453.0,140295.0,383.0
39107,40806.0,17935.0,16104.0,2788.0,567.0,28513.0,2249.0,6923.0,10482.0,4684.0,1111.0,1818.0,96.0,530.0,1137.0,199.0,596.0,504.0,1672.0,39632.0,171.0
39109,104800.0,44323.0,41081.0,9764.0,2442.0,29703.0,7121.0,18836.0,24304.0,14489.0,3045.0,7850.0,462.0,1745.0,894.0,267.0,2298.0,973.0,5631.0,94392.0,283.0
39111,14090.0,7523.0,5945.0,2309.0,364.0,25141.0,1214.0,3204.0,2943.0,3002.0,465.0,384.0,8.0,198.0,1032.0,59.0,478.0,148.0,952.0,11591.0,46.0
39113,532034.0,254821.0,223894.0,89854.0,18780.0,28807.0,36035.0,91990.0,118680.0,79697.0,25283.0,154006.0,5548.0,22798.0,3211.0,2822.0,22029.0,17634.0,36788.0,515301.0,1274.0
39117,34976.0,14271.0,12650.0,3524.0,661.0,27212.0,3200.0,5627.0,8329.0,5104.0,847.0,1388.0,56.0,232.0,1872.0,274.0,889.0,295.0,2236.0,22472.0,81.0
39119,86076.0,37946.0,34239.0,13669.0,2707.0,24080.0,7410.0,14685.0,19827.0,14429.0,3353.0,7238.0,181.0,1836.0,3781.0,496.0,2527.0,1966.0,5272.0,83809.0,193.0
39123,40709.0,28391.0,17691.0,4181.0,950.0,33081.0,2418.0,9598.0,7772.0,6327.0,1223.0,3130.0,89.0,1312.0,3281.0,70.0,775.0,855.0,1711.0,34022.0,140.0
39125,18872.0,8755.0,7770.0,1919.0,415.0,25918.0,1397.0,3368.0,4475.0,3315.0,572.0,1456.0,96.0,183.0,708.0,164.0,456.0,93.0,1176.0,15131.0,45.0
39127,35985.0,15305.0,13547.0,6907.0,1234.0,22659.0,3501.0,5716.0,8569.0,6170.0,1426.0,1181.0,44.0,460.0,2616.0,189.0,925.0,338.0,1855.0,27216.0,113.0
39133,162644.0,68834.0,61993.0,20346.0,5595.0,29439.0,8264.0,25025.0,30986.0,21556.0,4658.0,16695.0,945.0,5817.0,5196.0,333.0,3804.0,7050.0,9439.0,143434.0,446.0
39135,41207.0,17886.0,16090.0,4683.0,1026.0,27031.0,3041.0,7500.0,9425.0,6717.0,1168.0,1436.0,139.0,299.0,824.0,229.0,837.0,438.0,2530.0,29773.0,108.0
39137,33969.0,13892.0,13236.0,2265.0,514.0,30064.0,1528.0,5590.0,8674.0,3450.0,878.0,2688.0,132.0,190.0,831.0,115.0,398.0,309.0,1033.0,27514.0,78.0
39139,121324.0,54280.0,47998.0,16190.0,3533.0,24545.0,11178.0,22951.0,26365.0,18516.0,4072.0,17424.0,417.0,3126.0,2032.0,652.0,4602.0,7113.0,9058.0,122159.0,393.0
39141,77051.0,32073.0,28747.0,12694.0,2490.0,23756.0,7216.0,12121.0,16628.0,14722.0,2874.0,7996.0,145.0,1259.0,4268.0,495.0,2012.0,5930.0,4655.0,71444.0,174.0
39143,59299.0,26336.0,23562.0,7872.0,1479.0,26256.0,3993.0,10577.0,13583.0,9034.0,2550.0,9093.0,356.0,817.0,1275.0,143.0,1499.0,1308.0,3154.0,55982.0,169.0
39147,55475.0,24114.0,21652.0,7680.0,1353.0,25555.0,3283.0,9434.0,12284.0,8030.0,2302.0,5556.0,197.0,906.0,1108.0,119.0,1417.0,3104.0,2539.0,47759.0,180.0
39149,48797.0,20421.0,18643.0,4384.0,1162.0,29008.0,3208.0,7570.0,12358.0,6211.0,1793.0,3432.0,189.0,903.0,826.0,342.0,977.0,432.0,1980.0,52152.0,115.0
39151,373475.0,166502.0,152649.0,50408.0,11432.0,28434.0,22563.0,69336.0,81165.0,49462.0,15101.0,50278.0,1845.0,10387.0,3265.0,1504.0,11069.0,9118.0,20742.0,353192.0,964.0
39153,541810.0,245792.0,224385.0,69576.0,15960.0,32055.0,31983.0,92166.0,115333.0,69248.0,19901.0,122759.0,6878.0,26203.0,2414.0,2143.0,19825.0,9426.0,31477.0,540229.0,1374.0
39155,201794.0,95707.0,86163.0,34604.0,4794.0,26116.0,15747.0,41230.0,41904.0,29367.0,8078.0,25723.0,762.0,5234.0,4258.0,968.0,6230.0,3895.0,14402.0,177351.0,739.0
39157,92526.0,40187.0,36817.0,11990.0,1902.0,26034.0,9061.0,17458.0,21298.0,13051.0,2774.0,4881.0,758.0,1115.0,3420.0,555.0,2677.0,1076.0,7947.0,87250.0,265.0
39159,55654.0,20775.0,19546.0,3610.0,720.0,34691.0,2781.0,6508.0,13872.0,6014.0,1465.0,5644.0,161.0,777.0,874.0,244.0,845.0,3199.0,2410.0,63172.0,99.0
39161,28281.0,12732.0,11419.0,3100.0,631.0,26698.0,1736.0,5125.0,6640.0,4013.0,1203.0,1662.0,96.0,229.0,721.0,70.0,526.0,313.0,1610.0,23813.0,73.0
39165,226564.0,85957.0,81859.0,10100.0,4113.0,39448.0,9904.0,30752.0,57412.0,21415.0,5441.0,30411.0,1378.0,4973.0,889.0,409.0,2507.0,7375.0,9197.0,194410.0,411.0
39167,60671.0,28236.0,25139.0,8921.0,1120.0,27860.0,3917.0,12162.0,11993.0,12237.0,2171.0,2950.0,122.0,1097.0,3447.0,332.0,1499.0,1683.0,4100.0,59792.0,131.0
39169,116208.0,46500.0,43385.0,13885.0,2256.0,26822.0,10710.0,19566.0,28449.0,13937.0,3108.0,7312.0,1367.0,1616.0,3693.0,1059.0,4001.0,3975.0,14815.0,107433.0,301.0
