,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_DAYPOP,E_NOINT,E_AFAM,E_HISP,E_ASIAN,E_AIAN,E_NHPI,E_TWOMORE,E_OTHERRACE,Deaths
27073,6645.0,3680.0,3048.0,1004.0,95.0,494.0,321.0,163.0,1806.0,1313.0,1006.0,116.0,43.0,357.0,260.0,102.0,25.0,136.0,142.0,5147.0,865.0,34.0,157.0,59.0,15.0,0.0,89.0,3.0,21.0
27075,10571.0,7890.0,5174.0,1535.0,139.0,1039.0,436.0,508.0,2752.0,1858.0,1649.0,277.0,20.0,486.0,241.0,265.0,40.0,273.0,265.0,9330.0,1414.0,65.0,156.0,14.0,56.0,0.0,183.0,12.0,24.0
27077,3747.0,3843.0,1522.0,701.0,86.0,312.0,105.0,190.0,899.0,746.0,429.0,60.0,4.0,300.0,102.0,1090.0,12.0,45.0,50.0,2901.0,1177.0,3.0,3.0,3.0,69.0,0.0,222.0,0.0,12.0
27079,28425.0,12788.0,11191.0,3671.0,523.0,2119.0,1074.0,1523.0,4969.0,6757.0,3116.0,569.0,307.0,2610.0,714.0,375.0,126.0,339.0,378.0,21042.0,2602.0,198.0,1796.0,91.0,80.0,2.0,415.0,28.0,45.0
27081,5641.0,3150.0,2459.0,1129.0,81.0,553.0,296.0,292.0,1405.0,1333.0,703.0,94.0,4.0,247.0,117.0,79.0,26.0,78.0,180.0,3591.0,878.0,13.0,119.0,31.0,10.0,0.0,74.0,0.0,18.0
27083,25696.0,11302.0,10067.0,5175.0,420.0,2364.0,1143.0,1599.0,4115.0,6601.0,2627.0,640.0,543.0,4358.0,1461.0,328.0,223.0,657.0,1248.0,29470.0,2654.0,745.0,1821.0,1217.0,32.0,2.0,512.0,29.0,49.0
27085,35788.0,15923.0,14736.0,5359.0,518.0,3105.0,1659.0,1659.0,6678.0,8227.0,4526.0,460.0,145.0,3417.0,1986.0,780.0,174.0,691.0,351.0,33606.0,3577.0,227.0,2317.0,218.0,94.0,0.0,456.0,105.0,92.0
27087,5508.0,2771.0,1956.0,1992.0,207.0,473.0,465.0,806.0,975.0,1724.0,840.0,180.0,10.0,3040.0,134.0,287.0,73.0,173.0,58.0,5133.0,1069.0,40.0,257.0,19.0,1963.0,5.0,724.0,32.0,17.0
27089,9353.0,4797.0,3952.0,1334.0,99.0,686.0,650.0,359.0,2019.0,2150.0,1148.0,203.0,45.0,637.0,278.0,556.0,33.0,177.0,112.0,5647.0,1264.0,39.0,424.0,28.0,29.0,0.0,113.0,4.0,24.0
27091,19737.0,9953.0,8824.0,4097.0,463.0,1742.0,901.0,1200.0,4598.0,4289.0,2955.0,438.0,52.0,1475.0,856.0,181.0,81.0,466.0,319.0,18192.0,2450.0,81.0,946.0,85.0,58.0,16.0,285.0,4.0,57.0
27093,23149.0,10951.0,9219.0,3569.0,282.0,1830.0,1020.0,1061.0,4577.0,5620.0,2519.0,400.0,77.0,1444.0,553.0,599.0,168.0,441.0,361.0,16811.0,2755.0,108.0,946.0,52.0,22.0,0.0,299.0,17.0,57.0
27095,25963.0,12991.0,10535.0,4922.0,764.0,2798.0,1758.0,1400.0,4722.0,6208.0,3972.0,780.0,89.0,2963.0,1001.0,1351.0,225.0,655.0,518.0,25797.0,3641.0,103.0,659.0,134.0,1185.0,17.0,803.0,62.0,55.0
27097,33119.0,16245.0,13536.0,6317.0,715.0,3000.0,2038.0,1473.0,6422.0,7851.0,4126.0,620.0,90.0,1481.0,900.0,1188.0,186.0,820.0,546.0,26547.0,4642.0,53.0,585.0,111.0,31.0,0.0,653.0,48.0,57.0
27099,39931.0,17100.0,15750.0,9132.0,608.0,3675.0,3176.0,2304.0,7253.0,10055.0,4448.0,1095.0,2147.0,8949.0,1582.0,298.0,556.0,1194.0,817.0,38002.0,4693.0,1468.0,4746.0,1941.0,54.0,46.0,687.0,7.0,85.0
27101,8247.0,4657.0,3659.0,1269.0,118.0,600.0,588.0,307.0,2130.0,1770.0,1061.0,154.0,118.0,625.0,238.0,108.0,15.0,189.0,135.0,5943.0,1479.0,29.0,353.0,112.0,22.0,0.0,106.0,3.0,16.0
27103,34176.0,13600.0,12821.0,4872.0,462.0,2961.0,1376.0,1131.0,5429.0,7529.0,4193.0,936.0,341.0,4096.0,1732.0,724.0,9.0,839.0,2905.0,32264.0,2931.0,836.0,1595.0,507.0,10.0,0.0,1138.0,10.0,49.0
27105,21667.0,8679.0,7898.0,5336.0,262.0,1608.0,3104.0,1927.0,3567.0,5971.0,2548.0,655.0,2153.0,9027.0,935.0,209.0,252.0,568.0,446.0,22581.0,3475.0,811.0,6165.0,1207.0,75.0,0.0,769.0,0.0,42.0
27107,6466.0,3434.0,2771.0,1074.0,160.0,469.0,309.0,379.0,1367.0,1532.0,775.0,107.0,24.0,700.0,245.0,154.0,74.0,161.0,149.0,4683.0,1166.0,46.0,342.0,34.0,141.0,0.0,137.0,0.0,12.0
27109,156446.0,66667.0,63561.0,21486.0,2952.0,13304.0,5820.0,6114.0,24160.0,38372.0,14824.0,3176.0,3343.0,32751.0,9387.0,1765.0,1667.0,3962.0,2535.0,181098.0,12778.0,9960.0,7919.0,9239.0,382.0,112.0,4849.0,290.0,311.0
27111,58416.0,36235.0,24693.0,9909.0,1159.0,5631.0,3286.0,2912.0,13902.0,12686.0,7622.0,1184.0,515.0,4496.0,1911.0,2648.0,384.0,1307.0,1121.0,51230.0,9062.0,653.0,2084.0,277.0,220.0,0.0,1240.0,22.0,206.0
27113,14110.0,6587.0,5976.0,2398.0,269.0,1304.0,559.0,343.0,2557.0,3278.0,1737.0,431.0,60.0,1368.0,875.0,644.0,61.0,398.0,260.0,17119.0,1379.0,196.0,564.0,129.0,259.0,0.0,218.0,2.0,21.0
27115,29254.0,17688.0,11132.0,5635.0,833.0,2919.0,1894.0,1845.0,6024.0,5737.0,4981.0,377.0,102.0,3284.0,643.0,3171.0,187.0,687.0,1647.0,22707.0,4364.0,599.0,871.0,199.0,695.0,10.0,817.0,93.0,80.0
27117,9163.0,4491.0,4002.0,1919.0,167.0,810.0,610.0,595.0,1921.0,2354.0,1285.0,200.0,308.0,1156.0,412.0,100.0,44.0,267.0,175.0,9603.0,1445.0,27.0,662.0,71.0,110.0,0.0,273.0,13.0,18.0
27119,31384.0,15020.0,12619.0,6210.0,491.0,2939.0,1439.0,1196.0,5770.0,7631.0,4035.0,702.0,204.0,4455.0,1830.0,806.0,256.0,788.0,1338.0,27506.0,3720.0,711.0,2091.0,303.0,366.0,5.0,759.0,220.0,67.0
27121,11107.0,6652.0,5010.0,1704.0,80.0,1034.0,511.0,301.0,2707.0,2275.0,1510.0,164.0,27.0,534.0,332.0,270.0,34.0,147.0,208.0,8769.0,1602.0,46.0,186.0,78.0,28.0,0.0,187.0,9.0,22.0
27123,546598.0,221092.0,210424.0,116118.0,13746.0,58896.0,32999.0,27300.0,78991.0,127318.0,63060.0,12703.0,24543.0,214018.0,61589.0,3316.0,9201.0,20799.0,15060.0,639296.0,43147.0,62897.0,41189.0,80543.0,2551.0,141.0,24049.0,2648.0,711.0
27127,15193.0,7344.0,6262.0,2768.0,122.0,1153.0,782.0,1035.0,3238.0,3771.0,1593.0,289.0,101.0,2026.0,529.0,237.0,67.0,318.0,358.0,13539.0,2549.0,92.0,547.0,395.0,636.0,0.0,341.0,15.0,40.0
27129,14572.0,7334.0,6032.0,2694.0,209.0,1099.0,975.0,686.0,3052.0,3353.0,1606.0,272.0,103.0,1831.0,630.0,288.0,47.0,429.0,351.0,11263.0,2654.0,67.0,1268.0,108.0,186.0,0.0,183.0,19.0,25.0
27131,66549.0,25161.0,23183.0,10148.0,1779.0,5235.0,3607.0,3393.0,10454.0,14487.0,5734.0,1338.0,1732.0,12294.0,2777.0,1204.0,476.0,1081.0,8316.0,59334.0,5255.0,3792.0,5503.0,1393.0,208.0,30.0,1339.0,29.0,86.0
27133,9386.0,4296.0,3990.0,1527.0,89.0,640.0,448.0,517.0,1890.0,2290.0,1100.0,218.0,24.0,634.0,255.0,43.0,82.0,163.0,255.0,6935.0,1113.0,56.0,301.0,102.0,77.0,0.0,98.0,0.0,36.0
27135,15259.0,7618.0,5940.0,2072.0,353.0,1077.0,877.0,684.0,2653.0,3683.0,1634.0,434.0,70.0,1383.0,708.0,1153.0,59.0,326.0,191.0,14646.0,3764.0,124.0,223.0,399.0,254.0,0.0,371.0,12.0,46.0
27137,199499.0,105010.0,86229.0,42088.0,5032.0,20959.0,7554.0,7190.0,38652.0,37883.0,28029.0,3929.0,509.0,19295.0,11468.0,4209.0,1342.0,7432.0,9007.0,207744.0,24029.0,3021.0,3580.0,1900.0,3310.0,69.0,6279.0,1136.0,399.0
27139,147201.0,52071.0,50487.0,12821.0,2570.0,9533.0,4717.0,4795.0,16087.0,40383.0,11840.0,2839.0,2457.0,29229.0,4140.0,556.0,1346.0,1378.0,1618.0,123759.0,8005.0,6257.0,7797.0,8601.0,622.0,1.0,5581.0,370.0,150.0
27141,96015.0,34356.0,32791.0,8970.0,1272.0,6062.0,3716.0,2721.0,10755.0,25340.0,9207.0,2023.0,628.0,9673.0,3181.0,472.0,466.0,1236.0,2071.0,73348.0,5520.0,2658.0,2577.0,1206.0,403.0,0.0,2439.0,390.0,96.0
27143,14871.0,6606.0,6015.0,2155.0,238.0,1165.0,808.0,701.0,2719.0,3487.0,1631.0,150.0,355.0,1780.0,335.0,177.0,92.0,285.0,197.0,10057.0,2153.0,137.0,1355.0,99.0,37.0,0.0,147.0,5.0,26.0
27145,159788.0,65095.0,59576.0,30841.0,4424.0,13358.0,8031.0,6151.0,23964.0,37056.0,17008.0,3079.0,2770.0,24497.0,12120.0,1436.0,1812.0,2976.0,7500.0,171775.0,15318.0,10932.0,5557.0,3410.0,289.0,0.0,3764.0,545.0,213.0
27147,36710.0,15710.0,14836.0,6429.0,722.0,3367.0,1812.0,1212.0,6405.0,9217.0,3848.0,651.0,255.0,5070.0,1637.0,508.0,340.0,1072.0,550.0,38898.0,3283.0,1225.0,2913.0,150.0,119.0,6.0,657.0,0.0,82.0
27149,9770.0,4252.0,3683.0,1875.0,132.0,704.0,305.0,359.0,1654.0,2072.0,1050.0,100.0,363.0,1302.0,402.0,119.0,91.0,202.0,368.0,11366.0,1219.0,102.0,663.0,220.0,142.0,0.0,169.0,6.0,19.0
27151,9329.0,4830.0,4243.0,2039.0,160.0,831.0,586.0,470.0,2051.0,2119.0,1357.0,317.0,106.0,912.0,390.0,167.0,52.0,254.0,146.0,7907.0,1531.0,148.0,491.0,30.0,38.0,81.0,124.0,0.0,31.0
27153,24603.0,13282.0,9888.0,5652.0,484.0,1899.0,2137.0,2462.0,5255.0,5858.0,3242.0,452.0,488.0,2601.0,554.0,1295.0,422.0,518.0,365.0,17271.0,5797.0,143.0,1588.0,160.0,104.0,7.0,571.0,28.0,37.0
27155,3282.0,2091.0,1590.0,569.0,78.0,295.0,143.0,103.0,815.0,654.0,533.0,69.0,22.0,404.0,165.0,66.0,32.0,119.0,92.0,2739.0,637.0,8.0,120.0,4.0,185.0,0.0,87.0,0.0,15.0
27157,21564.0,10248.0,9081.0,2942.0,434.0,1976.0,964.0,1109.0,4652.0,4643.0,2783.0,432.0,138.0,1185.0,447.0,864.0,76.0,442.0,236.0,16415.0,2839.0,109.0,652.0,129.0,67.0,0.0,218.0,10.0,58.0
27159,13681.0,7165.0,5748.0,3643.0,432.0,1383.0,798.0,846.0,2875.0,3493.0,2125.0,451.0,4.0,982.0,623.0,610.0,273.0,522.0,420.0,15623.0,1705.0,109.0,276.0,44.0,50.0,0.0,500.0,3.0,27.0
27161,18658.0,7933.0,7547.0,3224.0,353.0,1846.0,875.0,722.0,3322.0,4362.0,2038.0,459.0,136.0,2057.0,503.0,260.0,157.0,314.0,971.0,16358.0,2136.0,258.0,1148.0,149.0,255.0,0.0,247.0,0.0,45.0
27163,259072.0,99696.0,95796.0,20210.0,4344.0,18069.0,6944.0,8952.0,38712.0,63411.0,23714.0,5269.0,2072.0,47322.0,9375.0,1474.0,1294.0,3638.0,3452.0,218839.0,11180.0,12069.0,11229.0,15852.0,646.0,139.0,6916.0,471.0,319.0
27165,10903.0,5054.0,4371.0,2391.0,185.0,862.0,1175.0,1247.0,2218.0,2635.0,1481.0,268.0,643.0,3121.0,383.0,253.0,100.0,226.0,149.0,8861.0,2260.0,35.0,2819.0,181.0,0.0,0.0,86.0,0.0,35.0
27167,6264.0,3142.0,2799.0,973.0,147.0,570.0,242.0,168.0,1232.0,1365.0,901.0,188.0,14.0,445.0,251.0,161.0,27.0,127.0,142.0,4454.0,947.0,56.0,199.0,5.0,54.0,0.0,126.0,5.0,23.0
27169,50744.0,21258.0,19466.0,9647.0,970.0,4230.0,2039.0,2842.0,8551.0,9100.0,5471.0,725.0,352.0,4607.0,2339.0,862.0,241.0,1381.0,3755.0,50031.0,4699.0,586.0,1532.0,1322.0,164.0,0.0,961.0,42.0,107.0
27171,136387.0,52587.0,49097.0,12323.0,2010.0,9568.0,5334.0,5852.0,17082.0,38061.0,12812.0,2272.0,647.0,11175.0,3534.0,1983.0,597.0,1390.0,1133.0,113775.0,10007.0,2360.0,4224.0,1735.0,287.0,8.0,2316.0,245.0,137.0
27173,9775.0,4763.0,4088.0,1805.0,92.0,737.0,564.0,332.0,2015.0,2263.0,1310.0,314.0,59.0,1050.0,255.0,65.0,100.0,230.0,234.0,8299.0,1324.0,68.0,468.0,49.0,229.0,0.0,236.0,0.0,17.0
28001,31103.0,14719.0,11129.0,12588.0,1051.0,2832.0,5335.0,4105.0,5811.0,6645.0,4727.0,1161.0,1914.0,19827.0,638.0,1964.0,87.0,1211.0,2519.0,30359.0,5674.0,16259.0,2923.0,185.0,97.0,0.0,332.0,31.0,74.0
28003,37058.0,17272.0,14610.0,12265.0,1007.0,3553.0,4966.0,5001.0,6814.0,8569.0,7970.0,945.0,118.0,6810.0,702.0,2662.0,193.0,903.0,748.0,36682.0,7867.0,4479.0,1209.0,122.0,3.0,0.0,994.0,3.0,126.0
28005,12341.0,6827.0,5416.0,4970.0,293.0,1159.0,1267.0,1648.0,2895.0,2532.0,3053.0,397.0,32.0,5256.0,92.0,2167.0,101.0,528.0,110.0,9272.0,3495.0,5082.0,6.0,37.0,2.0,0.0,98.0,31.0,58.0
28007,18308.0,9278.0,6890.0,6553.0,573.0,1779.0,2543.0,1656.0,3539.0,4617.0,3982.0,677.0,52.0,8557.0,215.0,1983.0,175.0,729.0,347.0,15973.0,4293.0,7882.0,374.0,27.0,15.0,0.0,259.0,0.0,57.0
28009,8275.0,4277.0,3183.0,2221.0,89.0,623.0,1502.0,1212.0,1489.0,1747.0,1493.0,171.0,55.0,3276.0,49.0,1197.0,63.0,153.0,76.0,6120.0,2598.0,2768.0,225.0,0.0,0.0,26.0,257.0,0.0,29.0
28011,31253.0,14377.0,12114.0,13763.0,873.0,3944.0,3927.0,4933.0,4876.0,7733.0,5476.0,1547.0,166.0,21256.0,496.0,1244.0,375.0,1302.0,1308.0,31277.0,8811.0,20012.0,689.0,235.0,46.0,0.0,167.0,107.0,90.0
28013,14417.0,7015.0,5771.0,4696.0,217.0,1268.0,2168.0,1909.0,2720.0,3383.0,3286.0,413.0,153.0,5143.0,43.0,1138.0,163.0,464.0,246.0,12160.0,3912.0,4102.0,865.0,32.0,0.0,0.0,139.0,5.0,62.0
28015,9972.0,5192.0,4018.0,2848.0,308.0,814.0,1178.0,683.0,2352.0,1885.0,1696.0,166.0,0.0,3556.0,7.0,1100.0,108.0,171.0,280.0,7162.0,2727.0,3508.0,21.0,0.0,0.0,0.0,27.0,0.0,35.0
28017,17060.0,7587.0,6523.0,6234.0,258.0,1818.0,2559.0,1955.0,2966.0,4229.0,2937.0,888.0,158.0,8628.0,54.0,1692.0,101.0,604.0,561.0,15470.0,5354.0,7517.0,809.0,14.0,21.0,0.0,262.0,5.0,52.0
28019,8206.0,4215.0,3353.0,2243.0,321.0,776.0,970.0,604.0,1796.0,1783.0,2102.0,131.0,0.0,2681.0,39.0,1137.0,34.0,177.0,155.0,6699.0,1702.0,2555.0,41.0,1.0,30.0,6.0,48.0,0.0,40.0
28021,9042.0,4344.0,2900.0,4192.0,330.0,375.0,1083.0,1709.0,1521.0,2005.0,1249.0,209.0,37.0,8038.0,95.0,1620.0,69.0,279.0,812.0,10904.0,1908.0,7938.0,4.0,62.0,5.0,0.0,23.0,6.0,38.0
28023,15612.0,8017.0,6253.0,4958.0,424.0,1298.0,1567.0,1991.0,3189.0,3475.0,3882.0,696.0,0.0,5777.0,0.0,2284.0,92.0,380.0,56.0,13829.0,3616.0,5600.0,128.0,0.0,0.0,0.0,26.0,23.0,80.0
28025,19515.0,9333.0,7728.0,7262.0,699.0,1955.0,2185.0,2480.0,3580.0,4448.0,1648.0,892.0,0.0,11968.0,94.0,1622.0,49.0,695.0,290.0,17114.0,3465.0,11583.0,16.0,106.0,109.0,0.0,154.0,0.0,57.0
28027,22685.0,10699.0,8614.0,11424.0,1059.0,2352.0,2742.0,2905.0,3436.0,6112.0,3313.0,1100.0,29.0,18055.0,417.0,999.0,136.0,1079.0,737.0,22687.0,5986.0,17404.0,357.0,109.0,75.0,0.0,99.0,11.0,63.0
28029,28339.0,12363.0,9568.0,8781.0,871.0,1768.0,2994.0,3429.0,4923.0,6544.0,3895.0,808.0,178.0,15993.0,7.0,3636.0,227.0,802.0,892.0,26527.0,11299.0,14683.0,927.0,37.0,7.0,0.0,283.0,56.0,97.0
28031,18810.0,8709.0,7042.0,7328.0,429.0,1789.0,2272.0,2391.0,3212.0,4591.0,3423.0,698.0,38.0,7469.0,98.0,3108.0,57.0,370.0,241.0,14601.0,7306.0,6961.0,440.0,5.0,0.0,0.0,61.0,2.0,72.0
28033,182256.0,68411.0,64424.0,29642.0,4381.0,14233.0,10756.0,15519.0,23617.0,46689.0,22297.0,5145.0,2199.0,67759.0,2617.0,3243.0,1382.0,1739.0,840.0,167614.0,14606.0,51997.0,9107.0,2735.0,257.0,11.0,3233.0,419.0,412.0
28035,75162.0,33091.0,28116.0,26480.0,2626.0,8899.0,5389.0,10076.0,10246.0,17430.0,15208.0,3049.0,332.0,32413.0,3274.0,3744.0,744.0,2278.0,3521.0,91233.0,13752.0,27715.0,2247.0,668.0,208.0,8.0,1513.0,54.0,165.0
28037,7716.0,4288.0,3031.0,2853.0,56.0,595.0,872.0,764.0,1537.0,1803.0,1716.0,249.0,3.0,2858.0,7.0,1086.0,57.0,104.0,84.0,6399.0,1505.0,2697.0,2.0,2.0,11.0,0.0,146.0,0.0,20.0
28039,24098.0,9546.0,8085.0,7286.0,1175.0,1373.0,2468.0,3768.0,3555.0,6365.0,4850.0,488.0,124.0,3082.0,145.0,1879.0,208.0,496.0,615.0,20980.0,6693.0,1887.0,687.0,214.0,102.0,0.0,192.0,0.0,83.0
28041,13619.0,5225.0,3825.0,2035.0,575.0,706.0,2147.0,1127.0,1924.0,2640.0,1929.0,231.0,0.0,3820.0,92.0,1226.0,133.0,172.0,4065.0,11135.0,2063.0,3563.0,128.0,1.0,29.0,0.0,99.0,0.0,49.0
28043,20927.0,10243.0,8476.0,6678.0,470.0,2511.0,2476.0,2675.0,3697.0,4998.0,3998.0,883.0,30.0,9643.0,316.0,1197.0,121.0,731.0,331.0,24154.0,3771.0,9157.0,188.0,29.0,72.0,0.0,120.0,77.0,66.0
28045,47339.0,25862.0,21494.0,11585.0,1358.0,4954.0,3302.0,4734.0,9602.0,9604.0,6969.0,2072.0,142.0,7242.0,968.0,2542.0,547.0,1413.0,233.0,42875.0,7653.0,3702.0,1802.0,461.0,301.0,0.0,965.0,11.0,148.0
28047,206169.0,93678.0,80097.0,56639.0,8498.0,24971.0,15052.0,28620.0,30825.0,49239.0,31702.0,8133.0,2124.0,75517.0,10784.0,7572.0,2243.0,4822.0,5059.0,216288.0,25012.0,50841.0,11268.0,5259.0,845.0,98.0,6909.0,297.0,687.0
28049,235604.0,104356.0,88832.0,74320.0,10657.0,27066.0,18090.0,29454.0,33586.0,57025.0,30135.0,10000.0,979.0,178730.0,8646.0,4220.0,2440.0,6295.0,8872.0,255153.0,29457.0,171125.0,3561.0,1692.0,249.0,73.0,1725.0,305.0,659.0
28051,17414.0,8593.0,6358.0,9395.0,910.0,1779.0,2342.0,2838.0,2641.0,4443.0,4160.0,1040.0,5.0,14758.0,120.0,2419.0,163.0,923.0,667.0,16069.0,7491.0,14589.0,84.0,29.0,0.0,0.0,13.0,43.0,61.0
28053,8198.0,3816.0,3197.0,4589.0,457.0,938.0,1485.0,1195.0,1382.0,2156.0,2059.0,387.0,4.0,6528.0,59.0,431.0,84.0,507.0,91.0,8132.0,1945.0,6400.0,70.0,14.0,5.0,12.0,27.0,0.0,31.0
28057,23396.0,10311.0,8525.0,5595.0,168.0,1241.0,3232.0,2716.0,4122.0,5088.0,3742.0,417.0,45.0,2362.0,219.0,2016.0,48.0,328.0,1046.0,19214.0,4103.0,1680.0,388.0,6.0,64.0,7.0,212.0,5.0,86.0
28059,142872.0,62451.0,53878.0,33990.0,6244.0,12859.0,10961.0,17925.0,22975.0,33371.0,24816.0,4587.0,1373.0,46587.0,3982.0,5353.0,914.0,2205.0,1237.0,137665.0,18466.0,29855.0,9589.0,3350.0,475.0,185.0,2272.0,861.0,398.0
28061,16454.0,8423.0,6616.0,5621.0,261.0,1182.0,1382.0,1994.0,3304.0,3719.0,2934.0,689.0,0.0,9130.0,14.0,2433.0,182.0,487.0,71.0,14653.0,7470.0,8851.0,79.0,0.0,0.0,0.0,94.0,106.0,58.0
28063,7129.0,3793.0,2543.0,2850.0,247.0,460.0,952.0,939.0,1105.0,1573.0,862.0,314.0,46.0,6199.0,68.0,1379.0,57.0,218.0,530.0,6102.0,796.0,5826.0,307.0,41.0,18.0,0.0,7.0,0.0,23.0
28065,11182.0,5985.0,4615.0,4086.0,342.0,1399.0,1276.0,1466.0,2512.0,2235.0,1835.0,234.0,8.0,6981.0,0.0,1447.0,112.0,272.0,134.0,8295.0,3584.0,6838.0,66.0,17.0,0.0,0.0,60.0,0.0,35.0
28067,68307.0,29190.0,24855.0,21851.0,1440.0,5487.0,6046.0,7283.0,11480.0,17156.0,11439.0,2460.0,674.0,24287.0,368.0,6067.0,557.0,1495.0,1803.0,73192.0,21530.0,20106.0,3102.0,257.0,218.0,36.0,539.0,29.0,209.0
28069,9829.0,4770.0,3757.0,3593.0,667.0,770.0,1080.0,1200.0,2054.0,1830.0,1976.0,483.0,17.0,6503.0,18.0,695.0,308.0,325.0,967.0,9383.0,2546.0,6093.0,34.0,7.0,343.0,0.0,26.0,0.0,38.0
28071,54059.0,26091.0,18585.0,15523.0,1103.0,5449.0,2460.0,4798.0,6832.0,10026.0,5518.0,1080.0,188.0,16291.0,3761.0,2513.0,288.0,1067.0,4473.0,62909.0,5165.0,12695.0,1386.0,1135.0,166.0,0.0,636.0,273.0,110.0
28073,62693.0,24698.0,22467.0,15689.0,2860.0,4918.0,4500.0,8253.0,8525.0,15524.0,8957.0,1724.0,479.0,16502.0,2345.0,2709.0,465.0,1191.0,361.0,53407.0,8511.0,12814.0,1789.0,882.0,16.0,0.0,1001.0,0.0,99.0
28075,75557.0,35337.0,29718.0,24857.0,1576.0,8341.0,7558.0,6992.0,12976.0,17786.0,13201.0,3397.0,244.0,36247.0,1941.0,5663.0,494.0,2687.0,3342.0,79077.0,12207.0,32999.0,1715.0,538.0,83.0,23.0,723.0,166.0,308.0
28077,12595.0,6203.0,5019.0,4544.0,650.0,1104.0,1315.0,1875.0,2250.0,3077.0,2604.0,286.0,26.0,4463.0,68.0,1623.0,134.0,218.0,0.0,10349.0,5891.0,4137.0,102.0,32.0,26.0,0.0,135.0,31.0,37.0
28079,22791.0,9597.0,8113.0,8747.0,764.0,1474.0,2895.0,3074.0,3689.0,5894.0,5289.0,821.0,290.0,12140.0,126.0,2330.0,281.0,781.0,545.0,19409.0,5431.0,9575.0,1075.0,68.0,1265.0,0.0,157.0,0.0,59.0
28081,85304.0,36949.0,31866.0,18070.0,2317.0,7242.0,8338.0,9439.0,12704.0,21581.0,12516.0,2410.0,663.0,29979.0,3288.0,4284.0,1010.0,1887.0,974.0,105257.0,15034.0,25078.0,2354.0,798.0,172.0,202.0,1104.0,271.0,197.0
28083,28764.0,13092.0,9901.0,13313.0,1263.0,2920.0,2970.0,3788.0,4085.0,7966.0,2943.0,1496.0,94.0,22492.0,324.0,720.0,220.0,1240.0,1194.0,34224.0,13411.0,21473.0,766.0,171.0,0.0,0.0,82.0,0.0,146.0
28085,34197.0,15662.0,13127.0,10242.0,732.0,2767.0,3154.0,4783.0,5813.0,7999.0,4770.0,912.0,68.0,11240.0,255.0,4171.0,525.0,614.0,686.0,32852.0,9261.0,10636.0,424.0,180.0,0.0,0.0,0.0,0.0,116.0
28087,58896.0,27411.0,22457.0,16851.0,2019.0,6058.0,5173.0,6615.0,9402.0,13970.0,6127.0,2110.0,105.0,28781.0,1013.0,2956.0,324.0,1597.0,1838.0,61828.0,8376.0,25598.0,1226.0,582.0,127.0,8.0,1042.0,198.0,176.0
28089,105482.0,43828.0,40179.0,17454.0,2431.0,9446.0,5706.0,7157.0,13869.0,26355.0,10355.0,3000.0,730.0,47282.0,2821.0,1843.0,721.0,1425.0,2248.0,114640.0,10173.0,39960.0,3160.0,2824.0,120.0,0.0,995.0,223.0,209.0
28091,24785.0,12102.0,9770.0,9733.0,875.0,2699.0,3003.0,3621.0,4569.0,5783.0,5514.0,516.0,48.0,8808.0,276.0,3114.0,211.0,757.0,714.0,22606.0,7897.0,7898.0,407.0,158.0,0.0,24.0,168.0,153.0,94.0
28093,35502.0,15737.0,13311.0,11082.0,971.0,3515.0,4626.0,5003.0,6194.0,7476.0,6028.0,1112.0,200.0,18572.0,116.0,3721.0,269.0,473.0,2157.0,29336.0,7401.0,16854.0,1355.0,0.0,43.0,0.0,266.0,54.0,113.0
28095,35559.0,16588.0,13482.0,11114.0,1108.0,2682.0,4305.0,3504.0,7002.0,7992.0,5432.0,850.0,193.0,11753.0,17.0,3406.0,207.0,785.0,496.0,29823.0,6316.0,10849.0,467.0,122.0,7.0,0.0,308.0,0.0,110.0
28097,9956.0,5777.0,4366.0,4186.0,334.0,915.0,1426.0,944.0,2151.0,2262.0,1986.0,352.0,38.0,4774.0,142.0,775.0,187.0,251.0,126.0,8190.0,2565.0,4505.0,94.0,0.0,0.0,0.0,175.0,0.0,43.0
28099,29250.0,12578.0,10495.0,11086.0,1149.0,2080.0,3487.0,3532.0,4770.0,7995.0,5435.0,904.0,180.0,12249.0,215.0,2888.0,649.0,1093.0,434.0,31050.0,6367.0,6222.0,669.0,159.0,4825.0,10.0,364.0,0.0,120.0
28101,21215.0,9547.0,7926.0,6891.0,347.0,1299.0,2060.0,2413.0,3439.0,5244.0,4170.0,625.0,60.0,8502.0,72.0,2568.0,239.0,470.0,677.0,18460.0,4714.0,6519.0,417.0,108.0,1125.0,0.0,177.0,156.0,55.0
28103,10566.0,5294.0,4015.0,4200.0,475.0,991.0,1784.0,1676.0,1735.0,2613.0,2209.0,752.0,10.0,7849.0,94.0,1670.0,140.0,429.0,207.0,8859.0,3004.0,7632.0,148.0,11.0,0.0,0.0,58.0,0.0,46.0
28105,49593.0,22072.0,18849.0,18645.0,1935.0,6303.0,2260.0,4456.0,5651.0,8679.0,5703.0,1480.0,500.0,21773.0,2313.0,2298.0,323.0,1191.0,4609.0,59417.0,8539.0,18408.0,858.0,1607.0,55.0,81.0,727.0,37.0,96.0
