,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_DAYPOP,E_NOINT,E_AFAM,E_HISP,E_ASIAN,E_AIAN,E_NHPI,E_TWOMORE,E_OTHERRACE,Deaths
1001,55639.0,23697.0,21559.0,12611.0,736.0,5029.0,4273.0,4345.0,8490.0,13143.0,9658.0,1608.0,363.0,14479.0,918.0,4313.0,339.0,1167.0,578.0,41810.0,7100.0,10849.0,1601.0,649.0,155.0,0.0,1124.0,101.0,155.0
1003,218289.0,116747.0,84047.0,36413.0,4027.0,19350.0,14823.0,20501.0,44716.0,46993.0,30615.0,3317.0,1593.0,37334.0,19513.0,11893.0,1280.0,2627.0,2954.0,218607.0,24453.0,19027.0,9947.0,2033.0,1327.0,10.0,4250.0,740.0,584.0
1005,25026.0,12057.0,9322.0,8965.0,649.0,2305.0,4497.0,2362.0,4777.0,5222.0,4159.0,1029.0,433.0,13694.0,170.0,3644.0,350.0,1039.0,2910.0,27133.0,6249.0,11889.0,1110.0,122.0,81.0,1.0,334.0,157.0,106.0
1007,22374.0,9237.0,7259.0,5730.0,667.0,1580.0,3056.0,1878.0,3676.0,4584.0,3748.0,790.0,75.0,5724.0,228.0,2943.0,91.0,481.0,1657.0,18799.0,3839.0,4971.0,600.0,56.0,12.0,0.0,85.0,0.0,78.0
1009,57755.0,24404.0,21205.0,13624.0,1253.0,4060.0,6838.0,5746.0,10382.0,13372.0,8564.0,1313.0,801.0,7690.0,167.0,6043.0,385.0,1077.0,564.0,42172.0,8987.0,771.0,5362.0,236.0,49.0,55.0,1038.0,179.0,198.0
1011,10173.0,4591.0,3429.0,4128.0,139.0,695.0,1700.0,1025.0,1638.0,2279.0,1203.0,499.0,150.0,8011.0,73.0,1919.0,33.0,418.0,433.0,7990.0,3174.0,6980.0,824.0,137.0,0.0,0.0,68.0,2.0,37.0
1013,19726.0,10119.0,6649.0,6133.0,551.0,1383.0,1886.0,1973.0,4092.0,4401.0,3067.0,500.0,59.0,9601.0,114.0,2349.0,72.0,359.0,320.0,18138.0,4683.0,8773.0,290.0,261.0,66.0,0.0,211.0,0.0,59.0
1015,114324.0,53722.0,44572.0,30323.0,3769.0,9451.0,11787.0,11260.0,20245.0,24769.0,22943.0,2972.0,754.0,32275.0,1977.0,8364.0,547.0,2270.0,2979.0,118672.0,18425.0,23669.0,4406.0,919.0,168.0,327.0,2610.0,176.0,521.0
1017,33427.0,16985.0,13582.0,9277.0,548.0,2932.0,4140.0,3045.0,6530.0,6946.0,6113.0,895.0,111.0,15014.0,1432.0,2281.0,974.0,1000.0,558.0,27035.0,6618.0,13372.0,843.0,368.0,81.0,9.0,267.0,74.0,103.0
1019,26035.0,16631.0,10836.0,6662.0,444.0,1968.0,3288.0,2458.0,5969.0,5003.0,4315.0,385.0,275.0,2256.0,250.0,4208.0,151.0,343.0,274.0,20542.0,4306.0,1250.0,432.0,26.0,150.0,0.0,398.0,0.0,90.0
1021,44147.0,19897.0,17140.0,12061.0,1153.0,3169.0,5485.0,5145.0,7318.0,10560.0,8873.0,1093.0,719.0,8864.0,184.0,6453.0,455.0,662.0,429.0,35796.0,8385.0,4268.0,3423.0,195.0,11.0,0.0,797.0,170.0,155.0
1023,12755.0,7410.0,5330.0,3749.0,306.0,814.0,1603.0,1273.0,2948.0,2548.0,3263.0,427.0,25.0,5555.0,56.0,2480.0,52.0,366.0,171.0,11450.0,3623.0,5393.0,69.0,25.0,7.0,0.0,61.0,0.0,57.0
1025,23866.0,12813.0,9323.0,8251.0,1075.0,2042.0,2904.0,2275.0,4745.0,5162.0,4551.0,756.0,22.0,11395.0,154.0,3392.0,177.0,820.0,357.0,24116.0,7325.0,10909.0,140.0,109.0,18.0,0.0,172.0,47.0,109.0
1027,13285.0,6832.0,5153.0,3685.0,305.0,863.0,1756.0,1108.0,2706.0,2735.0,2499.0,481.0,9.0,2602.0,32.0,1514.0,59.0,287.0,236.0,11233.0,2805.0,2035.0,410.0,33.0,0.0,0.0,119.0,5.0,57.0
1029,14952.0,6859.0,5835.0,4017.0,198.0,1068.0,1877.0,1791.0,3074.0,3370.0,3029.0,220.0,81.0,1107.0,22.0,1991.0,80.0,354.0,175.0,11257.0,3327.0,394.0,380.0,1.0,21.0,0.0,297.0,14.0,57.0
1031,52238.0,23313.0,19951.0,12810.0,1266.0,3903.0,5158.0,5331.0,8860.0,12352.0,8902.0,1785.0,555.0,15870.0,282.0,3227.0,444.0,1046.0,600.0,49326.0,6856.0,8538.0,4011.0,842.0,468.0,0.0,1969.0,42.0,193.0
1033,54957.0,26727.0,21797.0,12779.0,979.0,5033.0,5590.0,3723.0,10900.0,11500.0,9577.0,1326.0,377.0,12081.0,629.0,2394.0,105.0,1064.0,444.0,59236.0,11981.0,8817.0,1591.0,282.0,299.0,57.0,1003.0,32.0,182.0
1035,12219.0,7203.0,4585.0,4249.0,339.0,651.0,1328.0,1263.0,2771.0,2547.0,2773.0,313.0,0.0,6102.0,55.0,2179.0,20.0,437.0,43.0,11437.0,3874.0,5872.0,59.0,70.0,20.0,0.0,81.0,0.0,59.0
1037,10696.0,6615.0,4016.0,2478.0,109.0,696.0,1394.0,713.0,2497.0,1763.0,2430.0,148.0,40.0,3772.0,32.0,2069.0,121.0,90.0,391.0,7134.0,2165.0,3451.0,137.0,0.0,23.0,0.0,93.0,68.0,40.0
1039,37096.0,19073.0,14995.0,10202.0,1242.0,2980.0,3864.0,3926.0,7857.0,8068.0,7396.0,975.0,51.0,6261.0,187.0,4103.0,319.0,913.0,717.0,35179.0,6594.0,4674.0,657.0,190.0,78.0,32.0,621.0,9.0,157.0
1041,13826.0,6834.0,5011.0,3679.0,237.0,965.0,2051.0,1099.0,2664.0,3084.0,3060.0,326.0,56.0,4052.0,39.0,1881.0,53.0,365.0,189.0,10940.0,3723.0,3173.0,305.0,183.0,90.0,8.0,293.0,0.0,61.0
1043,83345.0,38056.0,31733.0,17853.0,1866.0,6186.0,10302.0,9569.0,15341.0,18707.0,15530.0,1813.0,501.0,7182.0,1066.0,8513.0,616.0,951.0,1242.0,79137.0,13175.0,942.0,3676.0,304.0,210.0,0.0,2028.0,22.0,334.0
1045,49293.0,23151.0,19405.0,14570.0,1714.0,4668.0,4923.0,4990.0,8331.0,11329.0,9791.0,1512.0,390.0,15695.0,254.0,4677.0,171.0,980.0,1428.0,47688.0,7701.0,9955.0,3285.0,614.0,285.0,0.0,1409.0,147.0,163.0
1047,38184.0,20427.0,15409.0,15509.0,1615.0,4459.0,4111.0,3873.0,6868.0,9214.0,6820.0,1522.0,89.0,27850.0,372.0,3942.0,190.0,2081.0,565.0,35784.0,8688.0,27253.0,108.0,250.0,48.0,5.0,185.0,1.0,173.0
1049,71430.0,31424.0,26365.0,24968.0,1406.0,5396.0,10615.0,9683.0,12124.0,17366.0,9432.0,1501.0,2191.0,14106.0,353.0,7219.0,779.0,1306.0,986.0,63011.0,11491.0,1089.0,10530.0,52.0,752.0,92.0,1402.0,189.0,225.0
1051,81526.0,34332.0,29794.0,13805.0,1481.0,6516.0,7213.0,5597.0,12641.0,18171.0,11922.0,1866.0,636.0,21915.0,978.0,5160.0,390.0,1385.0,4568.0,65932.0,9554.0,17112.0,2427.0,740.0,241.0,0.0,1250.0,145.0,256.0
1053,36775.0,16618.0,12931.0,12592.0,1405.0,2751.0,5050.0,3987.0,6642.0,8239.0,6305.0,953.0,161.0,14684.0,143.0,2971.0,163.0,836.0,3035.0,35159.0,9709.0,11751.0,888.0,103.0,1391.0,43.0,442.0,66.0,130.0
1055,102721.0,47805.0,38765.0,26737.0,2601.0,8184.0,10591.0,11688.0,19538.0,22106.0,18253.0,2893.0,937.0,23024.0,1535.0,5097.0,467.0,2234.0,1308.0,99450.0,16295.0,16056.0,4187.0,808.0,337.0,3.0,1561.0,72.0,398.0
1057,16406.0,8493.0,6805.0,5274.0,555.0,1544.0,1829.0,1316.0,3427.0,3471.0,3994.0,350.0,0.0,2585.0,200.0,1576.0,47.0,545.0,311.0,14064.0,3585.0,2003.0,89.0,108.0,0.0,4.0,380.0,1.0,49.0
1059,31587.0,14082.0,11017.0,10362.0,662.0,1890.0,4493.0,3659.0,5221.0,7885.0,4148.0,757.0,1705.0,7475.0,392.0,2073.0,320.0,625.0,212.0,29408.0,9286.0,1204.0,5584.0,273.0,69.0,6.0,332.0,7.0,106.0
1061,26383.0,12901.0,10572.0,8849.0,405.0,2015.0,3399.0,3063.0,5365.0,5795.0,6417.0,564.0,118.0,4428.0,37.0,3242.0,133.0,707.0,240.0,20085.0,5543.0,2581.0,1075.0,42.0,296.0,10.0,329.0,95.0,95.0
1063,8221.0,5131.0,3178.0,4166.0,348.0,805.0,1100.0,1354.0,1834.0,1766.0,1757.0,154.0,10.0,6803.0,166.0,1986.0,62.0,522.0,107.0,6719.0,3201.0,6484.0,221.0,0.0,38.0,0.0,60.0,0.0,42.0
1065,14754.0,7847.0,5490.0,5426.0,528.0,1480.0,1938.0,1200.0,2850.0,3423.0,3575.0,317.0,38.0,9086.0,82.0,3266.0,198.0,485.0,199.0,11506.0,4214.0,8722.0,10.0,28.0,0.0,0.0,311.0,15.0,49.0
1067,17123.0,9203.0,6556.0,4305.0,401.0,1271.0,2385.0,1316.0,3859.0,3555.0,3110.0,316.0,33.0,5264.0,103.0,2387.0,47.0,515.0,330.0,14026.0,2865.0,4534.0,453.0,73.0,34.0,36.0,134.0,0.0,51.0
1069,105319.0,47798.0,39784.0,29466.0,2646.0,9702.0,9564.0,11915.0,18669.0,24310.0,16846.0,3101.0,405.0,35979.0,2158.0,5871.0,560.0,2470.0,1052.0,112258.0,18376.0,28542.0,3551.0,984.0,283.0,4.0,2273.0,342.0,292.0
1071,51765.0,25135.0,20367.0,15669.0,1082.0,4112.0,6136.0,5178.0,10356.0,10865.0,10280.0,1130.0,235.0,5567.0,361.0,5388.0,501.0,758.0,641.0,46636.0,9316.0,1883.0,1541.0,220.0,513.0,35.0,1349.0,26.0,250.0
1073,658615.0,308825.0,263801.0,160580.0,20151.0,74217.0,42690.0,58699.0,104327.0,150353.0,100582.0,21042.0,7013.0,331997.0,43082.0,8567.0,3696.0,20500.0,15616.0,722447.0,84328.0,281862.0,25757.0,10330.0,710.0,187.0,11625.0,1526.0,1616.0
1075,13854.0,7410.0,5631.0,3655.0,284.0,970.0,1672.0,761.0,2987.0,3041.0,3288.0,302.0,15.0,1943.0,232.0,1511.0,107.0,355.0,189.0,11617.0,3501.0,1525.0,240.0,21.0,12.0,0.0,134.0,11.0,47.0
1077,92870.0,45272.0,38513.0,22446.0,2018.0,8670.0,7296.0,8251.0,18553.0,18320.0,13210.0,2174.0,507.0,14786.0,3143.0,3762.0,366.0,2553.0,2097.0,84859.0,16664.0,9289.0,2562.0,581.0,338.0,64.0,1857.0,95.0,277.0
1079,32969.0,15333.0,12551.0,9143.0,508.0,2459.0,4497.0,3023.0,5937.0,7137.0,7495.0,570.0,128.0,7745.0,117.0,3957.0,140.0,697.0,249.0,23115.0,9200.0,3516.0,745.0,40.0,1967.0,22.0,1455.0,0.0,100.0
1081,163461.0,70256.0,60731.0,44372.0,3707.0,16268.0,9569.0,12682.0,19710.0,34530.0,21151.0,3925.0,1973.0,53754.0,9197.0,11401.0,2169.0,2671.0,5947.0,170140.0,19920.0,36529.0,6093.0,6981.0,334.0,0.0,3329.0,488.0,217.0
1083,96921.0,36278.0,32725.0,19279.0,2270.0,5618.0,10012.0,8091.0,14833.0,21811.0,14566.0,1861.0,1029.0,23422.0,1246.0,3873.0,635.0,1298.0,2980.0,86684.0,12068.0,13020.0,5840.0,1398.0,657.0,19.0,2448.0,40.0,310.0
1085,9936.0,5251.0,4213.0,4067.0,419.0,1302.0,1227.0,817.0,1882.0,2217.0,2683.0,624.0,3.0,7486.0,0.0,2005.0,66.0,465.0,109.0,8610.0,4120.0,7417.0,40.0,0.0,12.0,0.0,17.0,0.0,41.0
1087,18437.0,10311.0,7592.0,5903.0,868.0,1822.0,1961.0,1631.0,3672.0,3189.0,3196.0,648.0,0.0,15464.0,328.0,2149.0,95.0,758.0,2197.0,16411.0,4789.0,15109.0,80.0,36.0,15.0,0.0,212.0,12.0,92.0
1089,367686.0,164100.0,151628.0,67267.0,8515.0,33409.0,21042.0,29244.0,55157.0,80316.0,47027.0,11293.0,3874.0,130905.0,17360.0,6788.0,2036.0,6203.0,8971.0,420951.0,33464.0,89454.0,18412.0,9649.0,1988.0,287.0,10275.0,840.0,944.0
1091,19138.0,10377.0,7499.0,6153.0,527.0,1818.0,1896.0,1609.0,3779.0,4447.0,4740.0,538.0,11.0,10571.0,177.0,2867.0,13.0,758.0,238.0,18879.0,5434.0,9905.0,495.0,9.0,24.0,0.0,138.0,0.0,70.0
1093,29818.0,14754.0,11780.0,8942.0,778.0,2434.0,4026.0,3012.0,6325.0,6214.0,7742.0,570.0,196.0,2585.0,153.0,3602.0,258.0,589.0,545.0,27893.0,6611.0,1128.0,766.0,18.0,136.0,0.0,537.0,0.0,102.0
1095,96137.0,40661.0,35115.0,27218.0,1511.0,7464.0,10726.0,11564.0,16497.0,24023.0,13269.0,2535.0,3489.0,18769.0,633.0,5122.0,664.0,1756.0,1012.0,95014.0,11744.0,2677.0,13596.0,615.0,312.0,36.0,1425.0,108.0,318.0
1097,413977.0,184321.0,157557.0,117129.0,10444.0,44647.0,35527.0,45822.0,67171.0,97183.0,55622.0,12377.0,2409.0,180007.0,17320.0,13304.0,2857.0,11209.0,7327.0,418794.0,74361.0,148460.0,11994.0,7667.0,2693.0,61.0,7626.0,1506.0,1283.0
1099,21006.0,11451.0,8050.0,7484.0,1056.0,1673.0,2429.0,2540.0,4211.0,4561.0,3183.0,578.0,9.0,9633.0,166.0,2547.0,32.0,749.0,251.0,20490.0,9718.0,8918.0,74.0,125.0,286.0,12.0,218.0,0.0,69.0
1101,226451.0,105063.0,89511.0,64998.0,6841.0,27051.0,19103.0,22277.0,34045.0,53224.0,36144.0,9471.0,2786.0,151304.0,9480.0,4361.0,1802.0,6972.0,6989.0,263243.0,30871.0,130779.0,7997.0,6926.0,311.0,23.0,5037.0,231.0,456.0
1103,119352.0,52248.0,46388.0,29129.0,2602.0,9394.0,13192.0,11927.0,20840.0,27385.0,19584.0,2758.0,2400.0,29515.0,2534.0,5844.0,944.0,2014.0,1935.0,115071.0,21767.0,14945.0,10060.0,661.0,492.0,171.0,2961.0,225.0,414.0
1105,9104.0,4759.0,3140.0,4710.0,308.0,865.0,1239.0,888.0,1777.0,1929.0,2101.0,215.0,0.0,6419.0,41.0,1273.0,0.0,367.0,808.0,6572.0,3724.0,6218.0,178.0,8.0,3.0,0.0,4.0,8.0,43.0
1107,20049.0,9620.0,7731.0,6905.0,634.0,1785.0,2467.0,1728.0,3791.0,3947.0,4640.0,635.0,345.0,9297.0,155.0,2477.0,76.0,686.0,1753.0,15830.0,4495.0,8005.0,989.0,8.0,38.0,0.0,248.0,9.0,78.0
1109,33274.0,16241.0,11700.0,10407.0,721.0,3552.0,2442.0,2951.0,5115.0,6285.0,5336.0,859.0,406.0,14683.0,902.0,3656.0,87.0,868.0,1805.0,34786.0,6668.0,12395.0,764.0,715.0,121.0,3.0,670.0,15.0,95.0
1111,22732.0,12147.0,8655.0,5710.0,375.0,1368.0,2891.0,2090.0,4692.0,4814.0,3805.0,538.0,48.0,5665.0,153.0,2909.0,217.0,406.0,493.0,18532.0,4489.0,4327.0,663.0,49.0,99.0,0.0,492.0,35.0,100.0
1113,57938.0,27912.0,23694.0,18037.0,1366.0,8179.0,5783.0,6089.0,8281.0,13981.0,11346.0,2453.0,468.0,31842.0,1205.0,3963.0,369.0,1974.0,584.0,48782.0,11674.0,25711.0,3268.0,617.0,68.0,30.0,1630.0,518.0,119.0
1115,88929.0,36982.0,32765.0,16236.0,2177.0,6395.0,8873.0,7159.0,14901.0,20129.0,13745.0,1646.0,285.0,12792.0,467.0,8159.0,535.0,1079.0,2249.0,71982.0,12738.0,8391.0,2177.0,668.0,439.0,18.0,1008.0,91.0,223.0
1117,216350.0,88090.0,80756.0,26262.0,4238.0,15344.0,10038.0,13130.0,33229.0,50734.0,25652.0,3780.0,2601.0,48970.0,6820.0,6716.0,666.0,2247.0,3054.0,196086.0,15408.0,25973.0,12354.0,4231.0,572.0,43.0,5175.0,622.0,457.0
1119,12595.0,6917.0,5355.0,5200.0,397.0,1613.0,1128.0,1425.0,2296.0,2425.0,2693.0,475.0,32.0,9464.0,303.0,2363.0,79.0,455.0,811.0,10834.0,3637.0,8977.0,146.0,247.0,8.0,0.0,47.0,39.0,31.0
1121,80244.0,38021.0,31741.0,23789.0,2433.0,7674.0,10211.0,7075.0,14305.0,16991.0,16134.0,2672.0,399.0,30239.0,874.0,9565.0,379.0,2418.0,3532.0,75997.0,12918.0,25734.0,1901.0,432.0,282.0,113.0,1698.0,79.0,299.0
1123,40450.0,22565.0,16359.0,11067.0,1903.0,3547.0,5409.0,3388.0,8650.0,8382.0,8003.0,1551.0,186.0,12631.0,769.0,4241.0,494.0,1296.0,647.0,36486.0,6831.0,10979.0,983.0,167.0,51.0,0.0,440.0,11.0,150.0
1125,208854.0,91719.0,74713.0,52296.0,6170.0,20541.0,13723.0,14468.0,27715.0,43767.0,26694.0,6425.0,1702.0,81352.0,14921.0,8465.0,1134.0,4308.0,9922.0,235405.0,30991.0,67100.0,7966.0,3430.0,303.0,45.0,2316.0,192.0,519.0
1127,63802.0,31238.0,25440.0,17984.0,1975.0,4803.0,8185.0,7191.0,12370.0,14145.0,15437.0,1441.0,315.0,7475.0,250.0,9151.0,503.0,1290.0,930.0,59148.0,11280.0,3849.0,1657.0,229.0,115.0,0.0,1516.0,109.0,403.0
1129,16336.0,8603.0,5830.0,4952.0,410.0,916.0,1577.0,1546.0,3227.0,3479.0,2904.0,340.0,14.0,5683.0,1.0,2230.0,111.0,239.0,137.0,12606.0,4160.0,3961.0,141.0,30.0,1211.0,0.0,315.0,25.0,45.0
1131,10552.0,5804.0,3961.0,4369.0,489.0,783.0,1463.0,1036.0,2059.0,2512.0,1895.0,387.0,55.0,7728.0,0.0,2156.0,43.0,549.0,230.0,10224.0,2976.0,7418.0,48.0,4.0,8.0,0.0,250.0,0.0,40.0
1133,23712.0,13700.0,9612.0,7283.0,541.0,1775.0,3706.0,2803.0,5179.0,4838.0,5277.0,642.0,191.0,1531.0,189.0,4239.0,123.0,535.0,369.0,22103.0,5073.0,193.0,743.0,89.0,71.0,16.0,419.0,0.0,110.0
2020,292090.0,118293.0,106970.0,42557.0,8055.0,27740.0,11555.0,29680.0,32377.0,70908.0,31360.0,6324.0,5698.0,126363.0,13378.0,4961.0,4800.0,5828.0,7259.0,303018.0,17549.0,14856.0,27411.0,27471.0,20117.0,8254.0,26728.0,1526.0,368.0
2050,18263.0,6029.0,4499.0,7965.0,1342.0,874.0,1628.0,3137.0,1349.0,6508.0,2050.0,393.0,292.0,16544.0,232.0,216.0,1453.0,2570.0,1020.0,18103.0,4201.0,144.0,354.0,209.0,15124.0,45.0,668.0,0.0,23.0
2090,98455.0,44270.0,36199.0,12904.0,3394.0,9311.0,3425.0,8530.0,10268.0,23708.0,10075.0,2244.0,690.0,30764.0,3500.0,1730.0,1960.0,1686.0,4273.0,95556.0,9280.0,4415.0,8056.0,3112.0,7189.0,536.0,6893.0,563.0,111.0
2110,32099.0,13792.0,12878.0,3670.0,758.0,2583.0,851.0,2929.0,4376.0,6855.0,3630.0,652.0,399.0,11733.0,2000.0,927.0,367.0,1104.0,539.0,32280.0,2166.0,274.0,2223.0,2157.0,3139.0,373.0,3560.0,7.0,45.0
2122,58809.0,31330.0,21781.0,11339.0,2146.0,5033.0,2887.0,8043.0,10227.0,13224.0,8884.0,1122.0,118.0,12245.0,828.0,1593.0,1134.0,1232.0,1558.0,53563.0,7398.0,323.0,2497.0,970.0,4554.0,209.0,3287.0,405.0,96.0
2130,13833.0,6427.0,5299.0,2174.0,416.0,1518.0,593.0,1300.0,2126.0,3000.0,2010.0,339.0,122.0,5094.0,776.0,256.0,252.0,648.0,273.0,14737.0,1313.0,91.0,758.0,1112.0,1926.0,25.0,1140.0,42.0,21.0
2150,13383.0,5450.0,4231.0,1564.0,421.0,873.0,929.0,2126.0,1410.0,3374.0,1195.0,248.0,878.0,6988.0,589.0,247.0,405.0,516.0,348.0,12661.0,1121.0,54.0,1211.0,3057.0,1610.0,31.0,962.0,63.0,16.0
2170,107360.0,42018.0,31964.0,17461.0,4755.0,8330.0,4499.0,14864.0,12861.0,28706.0,14815.0,1895.0,802.0,23177.0,900.0,1273.0,1659.0,1244.0,1881.0,88796.0,8330.0,1362.0,5602.0,1566.0,6303.0,270.0,7870.0,204.0,108.0
2180,10009.0,4092.0,2777.0,3451.0,809.0,595.0,773.0,1866.0,776.0,3462.0,884.0,269.0,182.0,8575.0,107.0,41.0,852.0,1565.0,648.0,8725.0,1696.0,71.0,195.0,263.0,7574.0,2.0,470.0,0.0,12.0
2185,9375.0,2581.0,1991.0,1560.0,562.0,359.0,698.0,1829.0,673.0,2484.0,986.0,231.0,86.0,6748.0,258.0,14.0,649.0,741.0,2881.0,17844.0,1517.0,147.0,381.0,511.0,4831.0,185.0,684.0,9.0,11.0
2188,7709.0,2742.0,1795.0,2713.0,511.0,317.0,658.0,1782.0,593.0,2745.0,713.0,198.0,32.0,6901.0,174.0,51.0,654.0,1174.0,451.0,7881.0,1182.0,71.0,191.0,91.0,6288.0,8.0,252.0,0.0,10.0
2240,6911.0,3911.0,2287.0,1185.0,319.0,304.0,411.0,1143.0,980.0,1837.0,1324.0,107.0,135.0,1874.0,106.0,214.0,149.0,136.0,272.0,6376.0,1953.0,54.0,453.0,194.0,960.0,4.0,209.0,0.0,13.0
4001,71714.0,32943.0,21505.0,34422.0,1963.0,2783.0,8459.0,18578.0,11091.0,19235.0,10182.0,1887.0,3571.0,58721.0,212.0,7652.0,2870.0,2849.0,1284.0,69440.0,40728.0,544.0,4751.0,262.0,51979.0,49.0,1102.0,34.0,143.0
4003,126442.0,61380.0,50917.0,31818.0,3211.0,12364.0,10009.0,9231.0,28101.0,27159.0,20723.0,3244.0,4376.0,57347.0,3703.0,12597.0,1148.0,3078.0,7293.0,115142.0,14536.0,4512.0,44858.0,2371.0,1058.0,400.0,4050.0,98.0,330.0
4005,142254.0,66807.0,49016.0,35702.0,5784.0,13892.0,7597.0,15646.0,17955.0,29040.0,18105.0,2726.0,2829.0,65710.0,5870.0,8488.0,3227.0,2566.0,14809.0,140132.0,24748.0,1829.0,20441.0,2637.0,36280.0,174.0,4184.0,165.0,147.0
4007,53846.0,33714.0,22523.0,16183.0,1301.0,5101.0,5063.0,5355.0,15571.0,10688.0,11122.0,910.0,611.0,20541.0,294.0,6894.0,881.0,1490.0,1033.0,49224.0,12945.0,352.0,10252.0,427.0,8530.0,0.0,980.0,0.0,210.0
4009,38304.0,13678.0,11348.0,9977.0,997.0,2406.0,3542.0,2588.0,5308.0,10267.0,4889.0,806.0,639.0,18812.0,328.0,3086.0,618.0,636.0,3586.0,36479.0,6200.0,673.0,12683.0,260.0,4772.0,41.0,346.0,37.0,67.0
4011,9465.0,4465.0,3295.0,1887.0,118.0,335.0,849.0,286.0,1209.0,2585.0,1152.0,261.0,158.0,5103.0,53.0,1128.0,178.0,77.0,95.0,10176.0,935.0,175.0,4474.0,38.0,344.0,0.0,72.0,0.0,18.0
4012,21035.0,16308.0,9928.0,7047.0,600.0,2032.0,3245.0,2786.0,8368.0,3374.0,5537.0,669.0,886.0,9007.0,162.0,8990.0,555.0,648.0,208.0,19022.0,6502.0,187.0,5825.0,171.0,2456.0,4.0,364.0,0.0,112.0
4013,4412779.0,1765880.0,1596784.0,905392.0,114356.0,446819.0,342904.0,478064.0,671096.0,1051018.0,501100.0,105772.0,186320.0,2005381.0,264591.0,90970.0,70899.0,88629.0,55404.0,4567076.0,429520.0,236764.0,1374312.0,183082.0,67940.0,8904.0,121041.0,13338.0,7638.0
4015,210998.0,115466.0,90413.0,54702.0,6122.0,22909.0,22045.0,19536.0,64146.0,36006.0,46007.0,4620.0,3340.0,49169.0,5033.0,30178.0,3036.0,4517.0,3632.0,187406.0,26954.0,1895.0,35276.0,2479.0,3755.0,412.0,5229.0,123.0,916.0
4017,110271.0,58230.0,36406.0,41812.0,4281.0,7664.0,11620.0,14500.0,19944.0,29180.0,20422.0,2946.0,2975.0,64486.0,902.0,12401.0,3220.0,3068.0,2956.0,101156.0,37684.0,965.0,12881.0,516.0,47101.0,162.0,2689.0,172.0,254.0
4019,1038476.0,463236.0,410942.0,261113.0,33203.0,121336.0,76781.0,90650.0,205320.0,216362.0,154319.0,26700.0,36715.0,507332.0,61993.0,48110.0,14710.0,31233.0,30336.0,977545.0,89141.0,33644.0,389875.0,28911.0,24477.0,1495.0,27229.0,1701.0,2252.0
4021,447559.0,177933.0,148435.0,91764.0,12760.0,35352.0,40308.0,37001.0,91822.0,101172.0,67885.0,8078.0,13088.0,195851.0,4118.0,32565.0,5843.0,6280.0,25338.0,344483.0,42359.0,19162.0,136381.0,7031.0,18830.0,1443.0,11717.0,1287.0,884.0
4023,46594.0,18412.0,16049.0,16925.0,1624.0,4945.0,6569.0,5407.0,8335.0,12629.0,6487.0,1123.0,7903.0,39579.0,497.0,1094.0,827.0,966.0,373.0,42887.0,7926.0,138.0,38792.0,167.0,108.0,0.0,288.0,86.0,66.0
4025,232396.0,118531.0,101245.0,51255.0,5591.0,29094.0,14648.0,22431.0,73498.0,37584.0,42066.0,2886.0,3433.0,46215.0,4144.0,21461.0,2112.0,4115.0,5452.0,207830.0,25896.0,1523.0,34110.0,2305.0,2699.0,142.0,5193.0,243.0,720.0
4027,211931.0,93612.0,74624.0,65455.0,7447.0,19881.0,34280.0,25719.0,40440.0,53346.0,25773.0,6177.0,28059.0,147088.0,3670.0,28292.0,6379.0,3842.0,6135.0,206574.0,31119.0,3610.0,135779.0,2391.0,1965.0,97.0,3077.0,169.0,439.0
5001,17761.0,9495.0,7416.0,4839.0,396.0,1482.0,1731.0,921.0,3406.0,4066.0,3782.0,562.0,85.0,5515.0,233.0,1170.0,170.0,600.0,258.0,18769.0,3911.0,4461.0,598.0,10.0,102.0,0.0,344.0,0.0,49.0
5003,20000.0,10186.0,7716.0,6842.0,349.0,1634.0,2019.0,1521.0,4095.0,4568.0,4453.0,357.0,271.0,6419.0,152.0,2142.0,105.0,534.0,173.0,19265.0,5634.0,4948.0,1122.0,34.0,8.0,92.0,211.0,4.0,84.0
5005,41673.0,22953.0,18727.0,10219.0,884.0,4117.0,3597.0,2390.0,12998.0,7266.0,9692.0,654.0,16.0,2808.0,731.0,3063.0,383.0,866.0,395.0,42164.0,7200.0,79.0,1010.0,172.0,205.0,17.0,1234.0,91.0,180.0
5007,273510.0,108836.0,99661.0,44566.0,3509.0,18210.0,18709.0,23693.0,36834.0,71869.0,27862.0,6577.0,8904.0,81379.0,8449.0,4936.0,4177.0,2860.0,2876.0,283714.0,57545.0,4103.0,45827.0,10802.0,2929.0,1826.0,12990.0,2902.0,455.0
5009,37525.0,17025.0,15043.0,8754.0,760.0,2938.0,3091.0,2531.0,7838.0,8523.0,7539.0,506.0,100.0,2351.0,411.0,1516.0,250.0,747.0,499.0,37200.0,4660.0,80.0,961.0,274.0,250.0,0.0,784.0,2.0,162.0
