,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths,"Deaths per 100,000 Population",C-E_TOTPOP,C-E_HU,C-E_HH,C-E_POV,C-E_UNEMP,C-E_NOHSDP,C-E_AGE65,C-E_AGE17,C-E_DISABL,C-E_SNGPNT,C-E_MINRTY,C-E_LIMENG,C-E_MUNIT,C-E_MOBILE,C-E_CROWD,C-E_NOVEH,C-E_GROUPQ,C-E_UNINSUR,C-E_DAYPOP,C-Deaths,"C-Deaths per 100,000 Population",Risk Category
1037_2018,10855.0,6558.0,4103.0,1459.0,253.0,1675.0,2368.0,1850.0,2364.0,205.0,3771.0,38.0,16.0,2015.0,37.0,182.0,390.0,812.0,7219.0,46.0,423.76784891754954,-9.0,105.0,-103.0,-151.0,-286.0,-465.0,340.0,-142.0,18.0,25.0,-29.0,-84.0,6.0,15.0,-30.0,-103.0,50.0,-509.0,-143.0,5.0,46.374623586179894,1
1037_2020,10696.0,6615.0,4016.0,2478.0,109.0,1394.0,2497.0,1763.0,2430.0,148.0,3772.0,40.0,32.0,2069.0,121.0,90.0,391.0,713.0,7134.0,40.0,373.97157816005983,-159.0,57.0,-87.0,1019.0,-144.0,-281.0,129.0,-87.0,66.0,-57.0,1.0,2.0,16.0,54.0,84.0,-92.0,1.0,-99.0,-85.0,-6.0,-49.79627075748971,1
1039_2016,37729.0,18783.0,15179.0,7031.0,1723.0,5051.0,7613.0,8318.0,7858.0,1240.0,6220.0,211.0,174.0,3505.0,237.0,797.0,612.0,4617.0,37246.0,131.0,347.21301916297807,-152.0,-20.0,200.0,-448.0,-10.0,-249.0,307.0,-80.0,32.0,-185.0,-5.0,-49.0,-7.0,90.0,-107.0,-33.0,30.0,-569.0,218.0,-20.0,-51.40370162052818,1
1039_2018,37351.0,18907.0,15008.0,6702.0,1428.0,4530.0,7650.0,8190.0,7703.0,1358.0,6205.0,129.0,249.0,4081.0,320.0,785.0,666.0,4116.0,35253.0,172.0,460.4963722524163,-378.0,124.0,-171.0,-329.0,-295.0,-521.0,37.0,-128.0,-155.0,118.0,-15.0,-82.0,75.0,576.0,83.0,-12.0,54.0,-501.0,-1993.0,41.0,113.28335308943821,1
1039_2020,37096.0,19073.0,14995.0,10202.0,1242.0,3864.0,7857.0,8068.0,7396.0,975.0,6261.0,51.0,187.0,4103.0,319.0,913.0,717.0,3926.0,35179.0,157.0,423.2262238516282,-255.0,166.0,-13.0,3500.0,-186.0,-666.0,207.0,-122.0,-307.0,-383.0,56.0,-78.0,-62.0,22.0,-1.0,128.0,51.0,-190.0,-74.0,-15.0,-37.27014840078806,1
1041_2016,13896.0,6699.0,5426.0,2484.0,452.0,2071.0,2433.0,3178.0,2676.0,535.0,4048.0,143.0,17.0,1867.0,41.0,364.0,150.0,1549.0,11892.0,38.0,273.4599884858952,-42.0,-19.0,2.0,126.0,-221.0,-134.0,121.0,-64.0,135.0,-88.0,-17.0,22.0,9.0,-70.0,-24.0,97.0,-10.0,-185.0,246.0,-13.0,-92.44616734707938,1
1041_2018,13865.0,6790.0,5025.0,2148.0,347.0,2091.0,2542.0,3116.0,2888.0,449.0,3996.0,152.0,29.0,1854.0,47.0,332.0,162.0,1360.0,10849.0,57.0,411.1071042192571,-31.0,91.0,-401.0,-336.0,-105.0,20.0,109.0,-62.0,212.0,-86.0,-52.0,9.0,12.0,-13.0,6.0,-32.0,12.0,-189.0,-1043.0,19.0,137.6471157333619,1
1041_2020,13826.0,6834.0,5011.0,3679.0,237.0,2051.0,2664.0,3084.0,3060.0,326.0,4052.0,56.0,39.0,1881.0,53.0,365.0,189.0,1099.0,10940.0,61.0,441.1977433820339,-39.0,44.0,-14.0,1531.0,-110.0,-40.0,122.0,-32.0,172.0,-123.0,56.0,-96.0,10.0,27.0,6.0,33.0,27.0,-261.0,91.0,4.0,30.090639162776768,1
1043_2016,81316.0,37150.0,31081.0,13718.0,2081.0,10050.0,14435.0,18279.0,12621.0,2168.0,6128.0,746.0,901.0,7996.0,547.0,1264.0,1164.0,11704.0,79900.0,245.0,301.2937183334153,648.0,66.0,-79.0,-636.0,-1123.0,-169.0,824.0,-70.0,-1003.0,-236.0,-76.0,9.0,-248.0,565.0,-53.0,-199.0,39.0,-647.0,4245.0,31.0,36.008847008974385,1
1043_2018,82313.0,37652.0,30730.0,12831.0,1903.0,10405.0,14803.0,18572.0,14310.0,2057.0,6487.0,447.0,959.0,8615.0,555.0,1279.0,1200.0,9631.0,76993.0,294.0,357.1732290160728,997.0,502.0,-351.0,-887.0,-178.0,355.0,368.0,293.0,1689.0,-111.0,359.0,-299.0,58.0,619.0,8.0,15.0,36.0,-2073.0,-2907.0,49.0,55.8795106826575,1
1043_2020,83345.0,38056.0,31733.0,17853.0,1866.0,10302.0,15341.0,18707.0,15530.0,1813.0,7182.0,501.0,1066.0,8513.0,616.0,951.0,1242.0,9569.0,79137.0,334.0,400.74389585458033,1032.0,404.0,1003.0,5022.0,-37.0,-103.0,538.0,135.0,1220.0,-244.0,695.0,54.0,107.0,-102.0,61.0,-328.0,42.0,-62.0,2144.0,40.0,43.57066683850752,1
1045_2016,49607.0,22839.0,18794.0,9897.0,2145.0,4726.0,7654.0,11728.0,9865.0,1649.0,14787.0,395.0,304.0,4020.0,269.0,1198.0,1209.0,6130.0,49165.0,136.0,274.1548571774145,-406.0,46.0,-676.0,783.0,-178.0,-336.0,516.0,-336.0,738.0,-199.0,-110.0,58.0,-75.0,-223.0,-10.0,80.0,-30.0,6.0,-5329.0,19.0,40.21568136312621,1
1045_2018,49255.0,23065.0,18670.0,8798.0,1738.0,4732.0,7939.0,11506.0,9906.0,1538.0,15250.0,461.0,277.0,4200.0,313.0,1023.0,1263.0,5274.0,47664.0,117.0,237.53933610800934,-352.0,226.0,-124.0,-1099.0,-407.0,6.0,285.0,-222.0,41.0,-111.0,463.0,66.0,-27.0,180.0,44.0,-175.0,54.0,-856.0,-1501.0,-19.0,-36.61552106940516,1
1045_2020,49293.0,23151.0,19405.0,14570.0,1714.0,4923.0,8331.0,11329.0,9791.0,1512.0,15695.0,390.0,254.0,4677.0,171.0,980.0,1428.0,4990.0,47688.0,163.0,330.6757551782201,38.0,86.0,735.0,5772.0,-24.0,191.0,392.0,-177.0,-115.0,-26.0,445.0,-71.0,-23.0,477.0,-142.0,-43.0,165.0,-284.0,24.0,46.0,93.13641907021074,1
1047_2016,41426.0,20242.0,16099.0,14027.0,2517.0,5673.0,6494.0,10434.0,7410.0,2381.0,29798.0,41.0,243.0,4176.0,720.0,2329.0,606.0,5141.0,40757.0,164.0,395.88664123980107,-1317.0,26.0,-160.0,-1136.0,-542.0,-510.0,175.0,-592.0,-1290.0,-282.0,-694.0,-4.0,7.0,290.0,-379.0,-56.0,25.0,-1047.0,-5849.0,11.0,37.93329215340094,1
1047_2018,40029.0,20336.0,16336.0,12247.0,1906.0,5135.0,6705.0,9780.0,7061.0,2253.0,29005.0,42.0,299.0,4161.0,507.0,2205.0,596.0,4765.0,37931.0,167.0,417.1975317894527,-1397.0,94.0,237.0,-1780.0,-611.0,-538.0,211.0,-654.0,-349.0,-128.0,-793.0,1.0,56.0,-15.0,-213.0,-124.0,-10.0,-376.0,-2826.0,3.0,21.310890549651617,1
1047_2020,38184.0,20427.0,15409.0,15509.0,1615.0,4111.0,6868.0,9214.0,6820.0,1522.0,27850.0,89.0,372.0,3942.0,190.0,2081.0,565.0,3873.0,35784.0,173.0,453.0693484181856,-1845.0,91.0,-927.0,3262.0,-291.0,-1024.0,163.0,-566.0,-241.0,-731.0,-1155.0,47.0,73.0,-219.0,-317.0,-124.0,-31.0,-892.0,-2147.0,6.0,35.871816628732915,1
1049_2016,70937.0,31068.0,24811.0,13872.0,1894.0,12981.0,11018.0,17550.0,10802.0,2207.0,13467.0,2551.0,285.0,7448.0,721.0,1101.0,910.0,11246.0,63592.0,211.0,297.4470304636509,-137.0,25.0,68.0,-256.0,-999.0,331.0,604.0,-305.0,-497.0,388.0,-8.0,-424.0,-200.0,311.0,-153.0,33.0,46.0,-945.0,-3596.0,-16.0,-21.938398807249825,1
1049_2018,71200.0,31462.0,26132.0,15500.0,1351.0,12394.0,11619.0,17480.0,10931.0,2469.0,13759.0,2347.0,333.0,7508.0,745.0,1391.0,960.0,10231.0,59346.0,218.0,306.17977528089887,263.0,394.0,1321.0,1628.0,-543.0,-587.0,601.0,-70.0,129.0,262.0,292.0,-204.0,48.0,60.0,24.0,290.0,50.0,-1015.0,-4246.0,7.0,8.732744817247976,1
1049_2020,71430.0,31424.0,26365.0,24968.0,1406.0,10615.0,12124.0,17366.0,9432.0,1501.0,14106.0,2191.0,353.0,7219.0,779.0,1306.0,986.0,9683.0,63011.0,225.0,314.99370012599746,230.0,-38.0,233.0,9468.0,55.0,-1779.0,505.0,-114.0,-1499.0,-968.0,347.0,-156.0,20.0,-289.0,34.0,-85.0,26.0,-548.0,3665.0,7.0,8.813924845098597,1
1051_2016,80957.0,33322.0,28890.0,10893.0,2694.0,7238.0,11243.0,18553.0,13201.0,2688.0,21301.0,635.0,894.0,5587.0,332.0,1291.0,4651.0,6665.0,66964.0,171.0,211.2232419679583,636.0,337.0,273.0,1193.0,-535.0,314.0,954.0,13.0,1830.0,-110.0,414.0,-11.0,-70.0,-171.0,72.0,47.0,-597.0,-1321.0,184.0,-35.0,-45.247668503773866,1
1051_2018,81212.0,34004.0,29143.0,9462.0,2219.0,7594.0,11770.0,18239.0,13646.0,2679.0,21741.0,509.0,895.0,5123.0,422.0,1364.0,4424.0,6227.0,61316.0,206.0,253.6570950105896,255.0,682.0,253.0,-1431.0,-475.0,356.0,527.0,-314.0,445.0,-9.0,440.0,-126.0,1.0,-464.0,90.0,73.0,-227.0,-438.0,-5648.0,35.0,42.433853042631284,1
1051_2020,81526.0,34332.0,29794.0,13805.0,1481.0,7213.0,12641.0,18171.0,11922.0,1866.0,21915.0,636.0,978.0,5160.0,390.0,1385.0,4568.0,5597.0,65932.0,256.0,314.01025439737015,314.0,328.0,651.0,4343.0,-738.0,-381.0,871.0,-68.0,-1724.0,-813.0,174.0,127.0,83.0,37.0,-32.0,21.0,144.0,-630.0,4616.0,50.0,60.35315938678056,1
1053_2016,37875.0,16421.0,13536.0,8894.0,2153.0,5035.0,6309.0,8431.0,7137.0,1267.0,14925.0,62.0,204.0,2954.0,307.0,738.0,2502.0,6244.0,38315.0,112.0,295.7095709570957,-167.0,-10.0,-201.0,-415.0,-218.0,-519.0,294.0,-67.0,8.0,-612.0,62.0,4.0,-22.0,-519.0,107.0,-145.0,-106.0,-1040.0,-291.0,1.0,3.9268045410292416,1
1053_2018,37328.0,16595.0,13428.0,8268.0,1895.0,4792.0,6476.0,8328.0,6505.0,1140.0,14848.0,172.0,173.0,2907.0,268.0,657.0,2830.0,5341.0,36158.0,101.0,270.57436776682385,-547.0,174.0,-108.0,-626.0,-258.0,-243.0,167.0,-103.0,-632.0,-127.0,-77.0,110.0,-31.0,-47.0,-39.0,-81.0,328.0,-903.0,-2157.0,-11.0,-25.135203190271852,1
1053_2020,36775.0,16618.0,12931.0,12592.0,1405.0,5050.0,6642.0,8239.0,6305.0,953.0,14684.0,161.0,143.0,2971.0,163.0,836.0,3035.0,3987.0,35159.0,130.0,353.5010197144799,-553.0,23.0,-497.0,4324.0,-490.0,258.0,166.0,-89.0,-200.0,-187.0,-164.0,-11.0,-30.0,64.0,-105.0,179.0,205.0,-1354.0,-999.0,29.0,82.92665194765607,1
1055_2016,103363.0,47504.0,39522.0,18713.0,3837.0,12582.0,17947.0,22757.0,20277.0,3631.0,22294.0,1475.0,1515.0,5487.0,639.0,2513.0,1403.0,12365.0,100528.0,382.0,369.57131662200203,-763.0,-3.0,-479.0,-1346.0,-997.0,-255.0,782.0,-672.0,-283.0,-144.0,122.0,372.0,-144.0,52.0,-80.0,-278.0,-138.0,-2534.0,-5271.0,9.0,11.351467592941106,1
1055_2018,102939.0,47705.0,38777.0,17524.0,2945.0,11147.0,18877.0,22281.0,19976.0,3443.0,22565.0,1184.0,1484.0,5228.0,462.0,2441.0,1340.0,10662.0,97106.0,373.0,362.35051826810053,-424.0,201.0,-745.0,-1189.0,-892.0,-1435.0,930.0,-476.0,-301.0,-188.0,271.0,-291.0,-31.0,-259.0,-177.0,-72.0,-63.0,-1703.0,-3422.0,-9.0,-7.2207983539015,1
1055_2020,102721.0,47805.0,38765.0,26737.0,2601.0,10591.0,19538.0,22106.0,18253.0,2893.0,23024.0,937.0,1535.0,5097.0,467.0,2234.0,1308.0,11688.0,99450.0,398.0,387.457287214883,-218.0,100.0,-12.0,9213.0,-344.0,-556.0,661.0,-175.0,-1723.0,-550.0,459.0,-247.0,51.0,-131.0,5.0,-207.0,-32.0,1026.0,2344.0,25.0,25.106768946782495,1
1057_2016,16783.0,8412.0,6850.0,2863.0,598.0,2452.0,3281.0,3607.0,4556.0,544.0,2479.0,0.0,142.0,1788.0,96.0,694.0,324.0,1400.0,16400.0,60.0,357.5046177679795,-236.0,-3.0,-117.0,-629.0,-176.0,-401.0,129.0,-114.0,402.0,-147.0,19.0,-13.0,-80.0,26.0,46.0,-132.0,-6.0,-626.0,993.0,13.0,81.34268110895135,1
1057_2018,16585.0,8470.0,6947.0,3258.0,483.0,2060.0,3392.0,3562.0,4207.0,510.0,2543.0,0.0,176.0,1886.0,79.0,483.0,328.0,1446.0,14759.0,56.0,337.65450708471514,-198.0,58.0,97.0,395.0,-115.0,-392.0,111.0,-45.0,-349.0,-34.0,64.0,0.0,34.0,98.0,-17.0,-211.0,4.0,46.0,-1641.0,-4.0,-19.850110683264347,1
1057_2020,16406.0,8493.0,6805.0,5274.0,555.0,1829.0,3427.0,3471.0,3994.0,350.0,2585.0,0.0,200.0,1576.0,47.0,545.0,311.0,1316.0,14064.0,49.0,298.67121784712907,-179.0,23.0,-142.0,2016.0,72.0,-231.0,35.0,-91.0,-213.0,-160.0,42.0,0.0,24.0,-310.0,-32.0,62.0,-17.0,-130.0,-695.0,-7.0,-38.983289237586064,1
1059_2016,31573.0,14050.0,11697.0,6951.0,1323.0,5092.0,5063.0,7675.0,5951.0,1219.0,6923.0,1651.0,476.0,2337.0,486.0,622.0,288.0,4415.0,32081.0,83.0,262.8828429354195,-90.0,12.0,-550.0,-650.0,21.0,-324.0,88.0,-26.0,61.0,-177.0,230.0,-258.0,-26.0,24.0,-49.0,-127.0,-37.0,-1155.0,1803.0,-15.0,-46.62667921977743,1
1059_2018,31542.0,14152.0,11210.0,6299.0,840.0,4835.0,5100.0,7806.0,4866.0,971.0,7229.0,1508.0,484.0,2460.0,366.0,567.0,255.0,4005.0,28349.0,99.0,313.86722465284384,-31.0,102.0,-487.0,-652.0,-483.0,-257.0,37.0,131.0,-1085.0,-248.0,306.0,-143.0,8.0,123.0,-120.0,-55.0,-33.0,-410.0,-3732.0,16.0,50.984381717424355,1
1059_2020,31587.0,14082.0,11017.0,10362.0,662.0,4493.0,5221.0,7885.0,4148.0,757.0,7475.0,1705.0,392.0,2073.0,320.0,625.0,212.0,3659.0,29408.0,106.0,335.5810934878273,45.0,-70.0,-193.0,4063.0,-178.0,-342.0,121.0,79.0,-718.0,-214.0,246.0,197.0,-92.0,-387.0,-46.0,58.0,-43.0,-346.0,1059.0,7.0,21.71386883498343,1
1061_2016,26765.0,12643.0,10657.0,6011.0,1175.0,4196.0,5072.0,5933.0,5818.0,1061.0,4266.0,241.0,41.0,3649.0,184.0,685.0,251.0,3883.0,21304.0,101.0,377.35849056603774,-51.0,-23.0,-241.0,28.0,-106.0,88.0,176.0,-19.0,-60.0,-59.0,32.0,-57.0,-29.0,34.0,-92.0,49.0,10.0,-211.0,-855.0,24.0,90.21648579276808,1
1061_2018,26491.0,12768.0,10479.0,6282.0,945.0,3891.0,5152.0,5856.0,5616.0,985.0,4256.0,146.0,37.0,3629.0,202.0,573.0,249.0,3586.0,19261.0,88.0,332.18829036276475,-274.0,125.0,-178.0,271.0,-230.0,-305.0,80.0,-77.0,-202.0,-76.0,-10.0,-95.0,-4.0,-20.0,18.0,-112.0,-2.0,-297.0,-2043.0,-13.0,-45.170200203273,1
1061_2020,26383.0,12901.0,10572.0,8849.0,405.0,3399.0,5365.0,5795.0,6417.0,564.0,4428.0,118.0,37.0,3242.0,133.0,707.0,240.0,3063.0,20085.0,95.0,360.0803547739074,-108.0,133.0,93.0,2567.0,-540.0,-492.0,213.0,-61.0,801.0,-421.0,172.0,-28.0,0.0,-387.0,-69.0,134.0,-9.0,-523.0,824.0,7.0,27.892064411142655,1
1063_2016,8587.0,4996.0,3107.0,3233.0,521.0,1375.0,1546.0,1990.0,2233.0,388.0,7115.0,0.0,314.0,2014.0,101.0,490.0,58.0,1199.0,7252.0,31.0,361.01083032490976,-211.0,5.0,-175.0,29.0,-338.0,-93.0,59.0,-78.0,50.0,-1.0,-124.0,-9.0,54.0,19.0,-23.0,89.0,6.0,-124.0,-993.0,-12.0,-127.73661227568124,1
1063_2018,8426.0,5075.0,2955.0,3225.0,415.0,1406.0,1716.0,1862.0,2104.0,295.0,6981.0,0.0,292.0,1954.0,92.0,442.0,63.0,956.0,6985.0,34.0,403.51293615001185,-161.0,79.0,-152.0,-8.0,-106.0,31.0,170.0,-128.0,-129.0,-93.0,-134.0,0.0,-22.0,-60.0,-9.0,-48.0,5.0,-243.0,-267.0,3.0,42.50210582510209,1
1063_2020,8221.0,5131.0,3178.0,4166.0,348.0,1100.0,1834.0,1766.0,1757.0,154.0,6803.0,10.0,166.0,1986.0,62.0,522.0,107.0,1354.0,6719.0,42.0,510.88675343632156,-205.0,56.0,223.0,941.0,-67.0,-306.0,118.0,-96.0,-347.0,-141.0,-178.0,10.0,-126.0,32.0,-30.0,80.0,44.0,398.0,-266.0,8.0,107.3738172863097,1
1065_2016,15159.0,7655.0,5948.0,3858.0,691.0,1903.0,2677.0,3565.0,3176.0,626.0,9100.0,70.0,269.0,2730.0,175.0,798.0,239.0,1649.0,12406.0,57.0,376.01424896101327,-234.0,9.0,17.0,-355.0,-118.0,-227.0,152.0,-112.0,-103.0,-219.0,-165.0,1.0,66.0,162.0,69.0,-44.0,-61.0,-234.0,-292.0,3.0,25.205439762026742,1
1065_2018,14887.0,7777.0,5658.0,3809.0,686.0,1647.0,2717.0,3481.0,3088.0,599.0,8989.0,10.0,220.0,2789.0,182.0,704.0,199.0,1284.0,11269.0,46.0,308.9944246658158,-272.0,122.0,-290.0,-49.0,-5.0,-256.0,40.0,-84.0,-88.0,-27.0,-111.0,-60.0,-49.0,59.0,7.0,-94.0,-40.0,-365.0,-1137.0,-11.0,-67.01982429519745,1
1065_2020,14754.0,7847.0,5490.0,5426.0,528.0,1938.0,2850.0,3423.0,3575.0,317.0,9086.0,38.0,82.0,3266.0,198.0,485.0,199.0,1200.0,11506.0,49.0,332.1133251999458,-133.0,70.0,-168.0,1617.0,-158.0,291.0,133.0,-58.0,487.0,-282.0,97.0,28.0,-138.0,477.0,16.0,-219.0,0.0,-84.0,237.0,3.0,23.118900534129978,1
1067_2016,17187.0,8950.0,6831.0,2586.0,574.0,2359.0,3546.0,3632.0,3340.0,492.0,5403.0,115.0,86.0,2240.0,59.0,458.0,268.0,1940.0,14086.0,56.0,325.827660441031,-83.0,16.0,-69.0,60.0,-256.0,-160.0,234.0,-121.0,40.0,-46.0,-100.0,-67.0,-28.0,28.0,2.0,-22.0,59.0,-230.0,-277.0,6.0,36.308262641378406,1
1067_2018,17124.0,9096.0,6669.0,2270.0,494.0,2412.0,3696.0,3587.0,3145.0,474.0,5319.0,51.0,71.0,2358.0,52.0,369.0,311.0,1917.0,13595.0,51.0,297.8276103714085,-63.0,146.0,-162.0,-316.0,-80.0,53.0,150.0,-45.0,-195.0,-18.0,-84.0,-64.0,-15.0,118.0,-7.0,-89.0,43.0,-23.0,-491.0,-5.0,-28.00005006962249,1
1067_2020,17123.0,9203.0,6556.0,4305.0,401.0,2385.0,3859.0,3555.0,3110.0,316.0,5264.0,33.0,103.0,2387.0,47.0,515.0,330.0,1316.0,14026.0,51.0,297.8450037960638,-1.0,107.0,-113.0,2035.0,-93.0,-27.0,163.0,-32.0,-35.0,-158.0,-55.0,-18.0,32.0,29.0,-5.0,146.0,19.0,-601.0,431.0,0.0,0.01739342465526761,1
1069_2016,103891.0,46385.0,39363.0,19415.0,3845.0,10684.0,16673.0,24712.0,18250.0,4362.0,33814.0,733.0,1993.0,6857.0,479.0,2484.0,961.0,12482.0,110596.0,258.0,248.33719956492862,812.0,541.0,-101.0,685.0,-56.0,-268.0,937.0,-144.0,509.0,-132.0,794.0,5.0,531.0,30.0,1.0,-35.0,-72.0,-1534.0,-297.0,31.0,28.117756225354157,1
1069_2018,104352.0,47187.0,39253.0,18913.0,3354.0,10261.0,17615.0,24386.0,18385.0,4080.0,34526.0,581.0,2403.0,6473.0,487.0,2438.0,938.0,10737.0,106936.0,219.0,209.86660533578657,461.0,802.0,-110.0,-502.0,-491.0,-423.0,942.0,-326.0,135.0,-282.0,712.0,-152.0,410.0,-384.0,8.0,-46.0,-23.0,-1745.0,-3660.0,-39.0,-38.47059422914205,1
1069_2020,105319.0,47798.0,39784.0,29466.0,2646.0,9564.0,18669.0,24310.0,16846.0,3101.0,35979.0,405.0,2158.0,5871.0,560.0,2470.0,1052.0,11915.0,112258.0,292.0,277.2529173273578,967.0,611.0,531.0,10553.0,-708.0,-697.0,1054.0,-76.0,-1539.0,-979.0,1453.0,-176.0,-245.0,-602.0,73.0,32.0,114.0,1178.0,5322.0,73.0,67.38631199157123,1
1071_2016,52608.0,24773.0,19945.0,9780.0,1975.0,7615.0,9707.0,11435.0,9241.0,1463.0,5528.0,262.0,243.0,5036.0,406.0,1012.0,664.0,6223.0,48668.0,200.0,380.17031630170317,-404.0,3.0,-480.0,213.0,-452.0,-1572.0,503.0,-273.0,-472.0,-166.0,52.0,-73.0,-58.0,-762.0,72.0,-62.0,40.0,-2219.0,859.0,3.0,8.556342107181194,1
1071_2018,52094.0,25106.0,20626.0,10418.0,1277.0,6526.0,9972.0,11159.0,9712.0,1525.0,5557.0,219.0,354.0,4912.0,446.0,940.0,660.0,4974.0,46376.0,191.0,366.6449111222022,-514.0,333.0,681.0,638.0,-698.0,-1089.0,265.0,-276.0,471.0,62.0,29.0,-43.0,111.0,-124.0,40.0,-72.0,-4.0,-1249.0,-2292.0,-9.0,-13.525405179500979,1
1071_2020,51765.0,25135.0,20367.0,15669.0,1082.0,6136.0,10356.0,10865.0,10280.0,1130.0,5567.0,235.0,361.0,5388.0,501.0,758.0,641.0,5178.0,46636.0,250.0,482.9518014102192,-329.0,29.0,-259.0,5251.0,-195.0,-390.0,384.0,-294.0,568.0,-395.0,10.0,16.0,7.0,476.0,55.0,-182.0,-19.0,204.0,260.0,59.0,116.30689028801703,1
1073_2016,659096.0,305262.0,261773.0,116750.0,26632.0,49094.0,94317.0,152478.0,97870.0,28638.0,325126.0,7989.0,41809.0,9872.0,3599.0,21170.0,15880.0,71081.0,736127.0,1397.0,211.95698350467913,262.0,2663.0,2376.0,-3760.0,-5417.0,-5219.0,4490.0,-810.0,3286.0,621.0,3684.0,-1366.0,79.0,-393.0,-84.0,419.0,288.0,-10255.0,-28148.0,-163.0,-24.824967639311637,1
1073_2018,659892.0,307372.0,260924.0,109707.0,23663.0,46025.0,99146.0,151658.0,101363.0,27115.0,329030.0,7591.0,42510.0,9044.0,3921.0,19981.0,16008.0,62164.0,673990.0,1609.0,243.82777787880443,796.0,2110.0,-849.0,-7043.0,-2969.0,-3069.0,4829.0,-820.0,3493.0,-1523.0,3904.0,-398.0,701.0,-828.0,322.0,-1189.0,128.0,-8917.0,-62137.0,212.0,31.870794374125296,1
1073_2020,658615.0,308825.0,263801.0,160580.0,20151.0,42690.0,104327.0,150353.0,100582.0,21042.0,331997.0,7013.0,43082.0,8567.0,3696.0,20500.0,15616.0,58699.0,722447.0,1616.0,245.36337617576277,-1277.0,1453.0,2877.0,50873.0,-3512.0,-3335.0,5181.0,-1305.0,-781.0,-6073.0,2967.0,-578.0,572.0,-477.0,-225.0,519.0,-392.0,-3465.0,48457.0,7.0,1.5355982969583408,1
1075_2016,14066.0,7327.0,6010.0,3322.0,542.0,2258.0,2844.0,3050.0,3226.0,519.0,1950.0,41.0,40.0,1260.0,61.0,361.0,199.0,1768.0,12120.0,55.0,391.0137921228494,-202.0,4.0,-137.0,127.0,-49.0,21.0,113.0,-44.0,-56.0,-128.0,-48.0,-37.0,-58.0,-29.0,-80.0,-42.0,-50.0,0.0,-895.0,10.0,75.62270717751721,1
1075_2018,13933.0,7390.0,5974.0,2916.0,465.0,1741.0,2938.0,3065.0,3364.0,314.0,1952.0,4.0,30.0,1361.0,100.0,426.0,188.0,1297.0,11312.0,33.0,236.84777147778652,-133.0,63.0,-36.0,-406.0,-77.0,-517.0,94.0,15.0,138.0,-205.0,2.0,-37.0,-10.0,101.0,39.0,65.0,-11.0,-471.0,-808.0,-22.0,-154.16602064506287,1
1075_2020,13854.0,7410.0,5631.0,3655.0,284.0,1672.0,2987.0,3041.0,3288.0,302.0,1943.0,15.0,232.0,1511.0,107.0,355.0,189.0,761.0,11617.0,47.0,339.252201530244,-79.0,20.0,-343.0,739.0,-181.0,-69.0,49.0,-24.0,-76.0,-12.0,-9.0,11.0,202.0,150.0,7.0,-71.0,1.0,-536.0,305.0,14.0,102.40443005245749,1
1077_2016,92641.0,44313.0,38361.0,16538.0,3249.0,9559.0,16965.0,19004.0,14331.0,3025.0,13904.0,503.0,2227.0,4311.0,463.0,2891.0,2111.0,10115.0,85031.0,291.0,314.1157802700748,-139.0,267.0,-330.0,-406.0,-195.0,-457.0,719.0,-437.0,-208.0,-194.0,58.0,-197.0,140.0,267.0,167.0,150.0,98.0,-930.0,-3973.0,59.0,64.06188934530655,1
1077_2018,92585.0,44792.0,38514.0,13703.0,2267.0,7979.0,17876.0,18522.0,13503.0,2923.0,14084.0,504.0,2357.0,4083.0,475.0,2698.0,2209.0,8328.0,80602.0,241.0,260.3013447102663,-56.0,479.0,153.0,-2835.0,-982.0,-1580.0,911.0,-482.0,-828.0,-102.0,180.0,1.0,130.0,-228.0,12.0,-193.0,98.0,-1787.0,-4429.0,-50.0,-53.814435559808544,1
1077_2020,92870.0,45272.0,38513.0,22446.0,2018.0,7296.0,18553.0,18320.0,13210.0,2174.0,14786.0,507.0,3143.0,3762.0,366.0,2553.0,2097.0,8251.0,84859.0,277.0,298.2663938839238,285.0,480.0,-1.0,8743.0,-249.0,-683.0,677.0,-202.0,-293.0,-749.0,702.0,3.0,786.0,-321.0,-109.0,-145.0,-112.0,-77.0,4257.0,36.0,37.96504917365752,1
1079_2016,33433.0,15181.0,13321.0,6050.0,1145.0,5261.0,5400.0,7312.0,6792.0,1042.0,7804.0,40.0,146.0,3522.0,202.0,577.0,227.0,3669.0,24690.0,111.0,332.00729817844643,-402.0,0.0,9.0,299.0,-512.0,131.0,190.0,-273.0,-136.0,-100.0,-132.0,2.0,-6.0,8.0,70.0,-49.0,1.0,-625.0,-1897.0,3.0,12.811199464097399,1
1079_2018,33171.0,15373.0,12811.0,5508.0,766.0,4919.0,5787.0,7232.0,6750.0,937.0,7781.0,62.0,128.0,3458.0,195.0,705.0,232.0,2686.0,22621.0,113.0,340.6590093756595,-262.0,192.0,-510.0,-542.0,-379.0,-342.0,387.0,-80.0,-42.0,-105.0,-23.0,22.0,-18.0,-64.0,-7.0,128.0,5.0,-983.0,-2069.0,2.0,8.651711197213046,1
